,X1,lakeid,year4,sampledate,ice,depth,ph,alk,dic,tic,doc,toc,no3no2,no2,nh4,o2,totnf,totnuf,totpf,totpuf,drsif,watercol,watercolreal
169,169,SP,1981,9/22/81,iceoff,3,7.76,625,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,3,3825,"(-Inf,3]",epi
170,170,SP,1981,9/22/81,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3,11]",meta
171,171,SP,1981,9/22/81,iceoff,5,7.8,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,3,3989,"(3,11]",meta
172,172,SP,1981,9/22/81,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3,11]",meta
173,173,SP,1981,9/22/81,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3,11]",meta
174,174,SP,1981,9/22/81,iceoff,8,7.82,626,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2,4,4198,"(3,11]",meta
175,175,SP,1981,9/22/81,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3,11]",meta
176,176,SP,1981,9/22/81,iceoff,10,7.52,623,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3,5,4059,"(3,11]",meta
177,177,SP,1981,9/22/81,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3,11]",meta
178,178,SP,1981,9/22/81,iceoff,12,6.87,617,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3,5,4581,"(11, Inf]",hypo
179,179,SP,1981,9/22/81,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(11, Inf]",hypo
180,180,SP,1981,9/22/81,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(11, Inf]",hypo
181,181,SP,1981,9/22/81,iceoff,15,6.51,677,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4,9,5302,"(11, Inf]",hypo
182,182,SP,1981,9/22/81,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(11, Inf]",hypo
183,183,SP,1981,9/22/81,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(11, Inf]",hypo
184,184,SP,1981,9/22/81,iceoff,18,6.5,792,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4,13,6492,"(11, Inf]",hypo
185,185,SP,1981,9/22/81,iceoff,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(11, Inf]",hypo
186,186,SP,1981,10/19/81,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,"(-Inf,3]",epi
187,187,SP,1981,10/19/81,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,"(-Inf,3]",epi
188,188,SP,1981,10/19/81,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,"(-Inf,3]",epi
189,189,SP,1981,10/19/81,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA,"(-Inf,3]",epi
190,190,SP,1981,10/19/81,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,"(3,11]",meta
191,191,SP,1981,10/19/81,iceoff,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA,"(3,11]",meta
192,192,SP,1981,10/19/81,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA,"(3,11]",meta
193,193,SP,1981,10/19/81,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA,"(3,11]",meta
194,194,SP,1981,10/19/81,iceoff,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,"(3,11]",meta
195,195,SP,1981,10/19/81,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,"(3,11]",meta
196,196,SP,1981,10/19/81,iceoff,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,"(3,11]",meta
197,197,SP,1981,10/19/81,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,"(3,11]",meta
198,198,SP,1981,10/19/81,iceoff,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,"(11, Inf]",hypo
199,199,SP,1981,10/19/81,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,"(11, Inf]",hypo
200,200,SP,1981,10/19/81,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,"(11, Inf]",hypo
201,201,SP,1981,10/19/81,iceoff,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"(11, Inf]",hypo
202,202,SP,1981,10/19/81,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,"(11, Inf]",hypo
203,203,SP,1981,10/19/81,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,"(11, Inf]",hypo
204,204,SP,1981,10/19/81,iceoff,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,"(11, Inf]",hypo
205,205,SP,1981,10/19/81,iceoff,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,"(11, Inf]",hypo
206,206,SP,1981,12/2/81,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA,NA,"(-Inf,3]",epi
207,207,SP,1981,12/2/81,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA,NA,"(-Inf,3]",epi
208,208,SP,1981,12/2/81,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA,NA,"(-Inf,3]",epi
209,209,SP,1981,12/2/81,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA,"(-Inf,3]",epi
210,210,SP,1981,12/2/81,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,"(3,11]",meta
211,211,SP,1981,12/2/81,iceoff,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,"(3,11]",meta
212,212,SP,1981,12/2/81,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,"(3,11]",meta
213,213,SP,1981,12/2/81,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA,"(3,11]",meta
214,214,SP,1981,12/2/81,iceoff,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA,"(3,11]",meta
215,215,SP,1981,12/2/81,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,NA,NA,NA,NA,NA,"(3,11]",meta
216,216,SP,1981,12/2/81,iceoff,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,NA,NA,NA,NA,NA,"(3,11]",meta
217,217,SP,1981,12/2/81,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA,NA,"(3,11]",meta
218,218,SP,1981,12/2/81,iceoff,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4,NA,NA,NA,NA,NA,"(11, Inf]",hypo
219,219,SP,1981,12/2/81,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,"(11, Inf]",hypo
220,220,SP,1981,12/2/81,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,NA,NA,NA,NA,NA,"(11, Inf]",hypo
221,221,SP,1981,12/2/81,iceoff,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8,NA,NA,NA,NA,NA,"(11, Inf]",hypo
222,222,SP,1981,12/2/81,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,NA,NA,NA,NA,NA,"(11, Inf]",hypo
223,223,SP,1981,12/2/81,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,"(11, Inf]",hypo
224,224,SP,1981,12/2/81,iceoff,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,NA,NA,NA,NA,NA,"(11, Inf]",hypo
225,225,SP,1981,12/2/81,iceoff,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,NA,NA,NA,NA,NA,"(11, Inf]",hypo
226,226,SP,1982,1/20/82,iceon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA,"(-Inf,3]",epi
227,227,SP,1982,1/20/82,iceon,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,"(-Inf,3]",epi
228,228,SP,1982,1/20/82,iceon,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA,NA,"(-Inf,3]",epi
229,229,SP,1982,1/20/82,iceon,3,7.38,709,NA,NA,NA,NA,NA,NA,NA,11.9,NA,NA,NA,NA,NA,"(-Inf,3]",epi
230,230,SP,1982,1/20/82,iceon,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,NA,NA,NA,NA,NA,"(3,11]",meta
231,231,SP,1982,1/20/82,iceon,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,NA,NA,NA,NA,NA,"(3,11]",meta
232,232,SP,1982,1/20/82,iceon,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4,NA,NA,NA,NA,NA,"(3,11]",meta
233,233,SP,1982,1/20/82,iceon,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,"(3,11]",meta
234,234,SP,1982,1/20/82,iceon,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,"(3,11]",meta
235,235,SP,1982,1/20/82,iceon,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA,"(3,11]",meta
236,236,SP,1982,1/20/82,iceon,10,7.23,681,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,"(3,11]",meta
237,237,SP,1982,1/20/82,iceon,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4,NA,NA,NA,NA,NA,"(3,11]",meta
238,238,SP,1982,1/20/82,iceon,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,NA,NA,NA,NA,NA,"(11, Inf]",hypo
239,239,SP,1982,1/20/82,iceon,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,NA,NA,NA,NA,NA,"(11, Inf]",hypo
240,240,SP,1982,1/20/82,iceon,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,"(11, Inf]",hypo
241,241,SP,1982,1/20/82,iceon,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA,"(11, Inf]",hypo
242,242,SP,1982,1/20/82,iceon,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,NA,NA,NA,NA,NA,"(11, Inf]",hypo
243,243,SP,1982,1/20/82,iceon,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,"(11, Inf]",hypo
244,244,SP,1982,1/20/82,iceon,18,6.59,782,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,"(11, Inf]",hypo
245,245,SP,1982,2/24/82,iceon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(-Inf,3]",epi
246,246,SP,1982,2/24/82,iceon,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,"(-Inf,3]",epi
247,247,SP,1982,2/24/82,iceon,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA,"(-Inf,3]",epi
248,248,SP,1982,2/24/82,iceon,3,7.36,635,NA,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA,NA,"(-Inf,3]",epi
249,249,SP,1982,2/24/82,iceon,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA,NA,"(3,11]",meta
250,250,SP,1982,2/24/82,iceon,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA,"(3,11]",meta
251,251,SP,1982,2/24/82,iceon,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA,"(3,11]",meta
252,252,SP,1982,2/24/82,iceon,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA,"(3,11]",meta
253,253,SP,1982,2/24/82,iceon,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,"(3,11]",meta
254,254,SP,1982,2/24/82,iceon,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,"(3,11]",meta
255,255,SP,1982,2/24/82,iceon,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,"(3,11]",meta
256,256,SP,1982,2/24/82,iceon,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,"(3,11]",meta
257,257,SP,1982,2/24/82,iceon,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,"(11, Inf]",hypo
258,258,SP,1982,2/24/82,iceon,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,"(11, Inf]",hypo
259,259,SP,1982,2/24/82,iceon,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,"(11, Inf]",hypo
260,260,SP,1982,2/24/82,iceon,15,6.72,631,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,"(11, Inf]",hypo
261,261,SP,1982,2/24/82,iceon,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,"(11, Inf]",hypo
262,262,SP,1982,2/24/82,iceon,17,6.56,660,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,"(11, Inf]",hypo
263,263,SP,1982,4/5/82,iceon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,NA,NA,NA,NA,NA,"(-Inf,3]",epi
264,264,SP,1982,4/5/82,iceon,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA,NA,"(-Inf,3]",epi
265,265,SP,1982,4/5/82,iceon,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,"(-Inf,3]",epi
266,266,SP,1982,4/5/82,iceon,3,7.31,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,"(-Inf,3]",epi
267,267,SP,1982,4/5/82,iceon,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,"(3,11]",meta
268,268,SP,1982,4/5/82,iceon,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,"(3,11]",meta
269,269,SP,1982,4/5/82,iceon,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA,"(3,11]",meta
270,270,SP,1982,4/5/82,iceon,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA,"(3,11]",meta
271,271,SP,1982,4/5/82,iceon,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,"(3,11]",meta
272,272,SP,1982,4/5/82,iceon,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA,"(3,11]",meta
273,273,SP,1982,4/5/82,iceon,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,"(3,11]",meta
274,274,SP,1982,4/5/82,iceon,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,"(3,11]",meta
275,275,SP,1982,4/5/82,iceon,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,"(11, Inf]",hypo
276,276,SP,1982,4/5/82,iceon,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,"(11, Inf]",hypo
277,277,SP,1982,4/5/82,iceon,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,"(11, Inf]",hypo
278,278,SP,1982,4/5/82,iceon,15,6.66,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,"(11, Inf]",hypo
279,279,SP,1982,4/5/82,iceon,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,"(11, Inf]",hypo
280,280,SP,1982,4/5/82,iceon,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,"(11, Inf]",hypo
281,281,SP,1982,4/5/82,iceon,17.5,6.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(11, Inf]",hypo
282,282,SP,1982,5/12/82,iceoff,0,7.44,545,NA,NA,NA,NA,0,0,NA,10.5,NA,NA,NA,NA,3584,"(-Inf,3]",epi
283,283,SP,1982,5/12/82,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,"(-Inf,3]",epi
284,284,SP,1982,5/12/82,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,"(-Inf,3]",epi
285,285,SP,1982,5/12/82,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,"(-Inf,3]",epi
286,286,SP,1982,5/12/82,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA,"(3,11]",meta
287,287,SP,1982,5/12/82,iceoff,5,7.83,NA,NA,NA,NA,NA,0,0,NA,10.7,NA,NA,NA,NA,3608,"(3,11]",meta
288,288,SP,1982,5/12/82,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA,"(3,11]",meta
289,289,SP,1982,5/12/82,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA,"(3,11]",meta
290,290,SP,1982,5/12/82,iceoff,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA,"(3,11]",meta
291,291,SP,1982,5/12/82,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA,NA,"(3,11]",meta
292,292,SP,1982,5/12/82,iceoff,10,7.14,573,NA,NA,NA,NA,8,0,NA,9.6,NA,NA,NA,NA,3791,"(3,11]",meta
293,293,SP,1982,5/12/82,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,"(3,11]",meta
294,294,SP,1982,5/12/82,iceoff,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,"(11, Inf]",hypo
295,295,SP,1982,5/12/82,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA,"(11, Inf]",hypo
296,296,SP,1982,5/12/82,iceoff,14,7.01,NA,NA,NA,NA,NA,44,0,NA,7.9,NA,NA,NA,NA,4087,"(11, Inf]",hypo
297,297,SP,1982,5/12/82,iceoff,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,"(11, Inf]",hypo
298,298,SP,1982,5/12/82,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,"(11, Inf]",hypo
299,299,SP,1982,5/12/82,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,"(11, Inf]",hypo
300,300,SP,1982,5/12/82,iceoff,18,6.89,611,NA,NA,NA,NA,43,0,NA,7.1,NA,NA,NA,NA,4341,"(11, Inf]",hypo
301,301,SP,1982,5/27/82,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,NA,"(-Inf,3]",epi
302,302,SP,1982,5/27/82,iceoff,0.5,8.48,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,3441,"(-Inf,3]",epi
303,303,SP,1982,5/27/82,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,"(-Inf,3]",epi
304,304,SP,1982,5/27/82,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,"(-Inf,3]",epi
305,305,SP,1982,5/27/82,iceoff,3,7.71,NA,NA,NA,NA,NA,0,0,NA,7.9,NA,NA,NA,NA,3438,"(-Inf,3]",meta
306,306,SP,1982,5/27/82,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA,"(3,11]",meta
307,307,SP,1982,5/27/82,iceoff,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA,NA,"(3,11]",meta
308,308,SP,1982,5/27/82,iceoff,6,7.97,NA,NA,NA,NA,NA,0,0,NA,10.4,NA,NA,NA,NA,3472,"(3,11]",meta
309,309,SP,1982,5/27/82,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA,"(3,11]",meta
310,310,SP,1982,5/27/82,iceoff,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA,NA,"(3,11]",meta
311,311,SP,1982,5/27/82,iceoff,9,7.64,NA,NA,NA,NA,NA,0,0,NA,10,NA,NA,NA,NA,3561,"(3,11]",meta
312,312,SP,1982,5/27/82,iceoff,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,"(3,11]",meta
313,313,SP,1982,5/27/82,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,"(3,11]",hypo
314,314,SP,1982,5/27/82,iceoff,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,"(11, Inf]",hypo
315,315,SP,1982,5/27/82,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,"(11, Inf]",hypo
316,316,SP,1982,5/27/82,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,"(11, Inf]",hypo
317,317,SP,1982,5/27/82,iceoff,15,6.8,NA,NA,NA,NA,NA,23,0,NA,6.1,NA,NA,NA,NA,4071,"(11, Inf]",hypo
318,318,SP,1982,5/27/82,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,"(11, Inf]",hypo
319,319,SP,1982,5/27/82,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,"(11, Inf]",hypo
320,320,SP,1982,5/27/82,iceoff,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,"(11, Inf]",hypo
321,321,SP,1982,5/27/82,iceoff,19,6.74,NA,NA,NA,NA,NA,32,0,NA,1.2,NA,NA,NA,NA,4696,"(11, Inf]",hypo
322,322,SP,1982,6/10/82,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,"(-Inf,3]",epi
323,323,SP,1982,6/10/82,iceoff,0.5,8.36,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,3465,"(-Inf,3]",epi
324,324,SP,1982,6/10/82,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,"(-Inf,3]",epi
325,325,SP,1982,6/10/82,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,"(-Inf,3]",epi
326,326,SP,1982,6/10/82,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,"(-Inf,3]",meta
327,327,SP,1982,6/10/82,iceoff,4,7.96,NA,NA,NA,NA,NA,0,0,NA,7.1,NA,NA,NA,NA,3474,"(3,11]",meta
328,328,SP,1982,6/10/82,iceoff,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA,"(3,11]",meta
329,329,SP,1982,6/10/82,iceoff,6,8.07,NA,NA,NA,NA,NA,0,0,NA,9.5,NA,NA,NA,NA,3467,"(3,11]",meta
330,330,SP,1982,6/10/82,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA,"(3,11]",meta
331,331,SP,1982,6/10/82,iceoff,8,7.97,NA,NA,NA,NA,NA,0,0,NA,9.9,NA,NA,NA,NA,3465,"(3,11]",meta
332,332,SP,1982,6/10/82,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,"(3,11]",meta
333,333,SP,1982,6/10/82,iceoff,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA,"(3,11]",meta
334,334,SP,1982,6/10/82,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA,"(3,11]",hypo
335,335,SP,1982,6/10/82,iceoff,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,"(11, Inf]",hypo
336,336,SP,1982,6/10/82,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,"(11, Inf]",hypo
337,337,SP,1982,6/10/82,iceoff,14,6.95,NA,NA,NA,NA,NA,0,0,NA,7.1,NA,NA,NA,NA,3980,"(11, Inf]",hypo
338,338,SP,1982,6/10/82,iceoff,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,"(11, Inf]",hypo
339,339,SP,1982,6/10/82,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,"(11, Inf]",hypo
340,340,SP,1982,6/10/82,iceoff,17,6.71,NA,NA,NA,NA,NA,0,0,NA,3.3,NA,NA,NA,NA,4155,"(11, Inf]",hypo
341,341,SP,1982,6/10/82,iceoff,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,"(11, Inf]",hypo
