sampledate,depth,o2,deck,light,frlight,avsnow,totice,whiteice,extcoef
5/20/99,12,11.7,464,7.97,0.017,,,,
5/20/99,13,11.6,477,5.94,0.012,,,,
5/20/99,14,11.4,492,4.62,0.009,,,,
5/20/99,15,10.1,498,3.35,0.007,,,,
5/20/99,16,9.2,498,1.8,0.004,,,,
5/20/99,17,7.8,494,0.66,0.001,,,,
5/20/99,18,2,,,,,,,
5/20/99,18,,,,,,,,
6/2/99,0,9.4,509,301.81,0.593,,,,
6/2/99,1,9.8,523,213.4,0.408,,,,
6/2/99,2,9.8,504,129.6,0.257,,,,
6/2/99,3,9.9,505,85.95,0.17,,,,
6/2/99,4,9.9,511,61.6,0.121,,,,
6/2/99,5,9.9,512,47.29,0.092,,,,
6/2/99,6,10.8,511,33.31,0.065,,,,
6/2/99,7,11.1,511,24.78,0.048,,,,
6/2/99,8,12.2,522,19.82,0.038,,,,
6/2/99,9,13.2,520,15.22,0.029,,,,
6/2/99,10,12.9,520,11.71,0.023,,,,
6/2/99,11,12.2,537,9.19,0.017,,,,
6/2/99,12,11.6,548,7.27,0.013,,,,
6/2/99,13,11.1,549,5.3,0.01,,,,
6/2/99,14,10.2,544,3.45,0.006,,,,
6/2/99,15,9.7,515,2.06,0.004,,,,
6/2/99,16,6.8,504,0.27,0.001,,,,
6/2/99,17,4.3,,,,,,,
6/2/99,18,0.5,,,,,,,
6/2/99,18,,,,,,,,
6/16/99,0,8.4,716,410.47,0.573,,,,
6/16/99,1,8.5,907,401.81,0.443,,,,
6/16/99,2,8.5,1629,588.97,0.362,,,,
6/16/99,3,8.4,1639,435.47,0.266,,,,
6/16/99,4,8.4,12,236.81,,,,,
6/16/99,5,8.5,1103,167.32,0.152,,,,
6/16/99,6,10.1,1360,146.53,0.108,,,,
6/16/99,7,10.8,1403,109.18,0.078,,,,
6/16/99,8,12.3,1054,65.12,0.062,,,,
6/16/99,9,12.7,1057,48.13,0.046,,,,
6/16/99,10,12.7,833,29.3,0.035,,,,
6/16/99,11,12,1022,29.08,0.028,,,,
6/16/99,12,11.2,1181,26.04,0.022,,,,
6/16/99,13,10.5,1469,23.73,0.016,,,,
6/16/99,14,9.6,1541,17.5,0.011,,,,
6/16/99,15,7.2,1227,8.94,0.007,,,,
6/16/99,16,3.5,1723,8.52,0.005,,,,
6/16/99,17,0.6,1299,2.86,0.002,,,,
6/16/99,18,0.5,1421,1.29,0.001,,,,
6/16/99,18,,,,,,,,
7/1/99,0,8.4,1745,1354.3,0.776,,,,
7/1/99,0,,,,,,,,
7/1/99,1,8.5,1677,827.1,0.493,,,,
7/1/99,2,8.5,1435,488.79,0.341,,,,
7/1/99,3,8.5,1331,339.47,0.255,,,,
7/1/99,4,8.5,1090,206.13,0.189,,,,
7/1/99,5,8.5,620,87.72,0.141,,,,
7/1/99,6,10.1,636,73.76,0.116,,,,
7/1/99,7,11,507,44.94,0.089,,,,
7/1/99,8,12,501,33.17,0.066,,,,
7/1/99,9,13.5,477,23.85,0.05,,,,
7/1/99,10,13.5,458,18,0.039,,,,
7/1/99,11,13.5,448,13.63,0.03,,,,
7/1/99,12,12.7,436,9.85,0.023,,,,
7/1/99,13,11.5,420,6.84,0.016,,,,
7/1/99,14,9.6,402,5.04,0.013,,,,
7/1/99,15,7.1,400,3.25,0.008,,,,
7/1/99,16,2.2,408,1.97,0.005,,,,
7/1/99,17,0.6,422,0.54,0.001,,,,
7/1/99,18,0.6,530,0,0,,,,
7/15/99,0,8.3,1236,961.2,0.778,,,,
7/15/99,1,8.4,1273,816.69,0.642,,,,
7/15/99,2,8.4,1255,521.04,0.415,,,,
7/15/99,3,8.4,1268,375.99,0.297,,,,
7/15/99,4,8.5,1287,270.38,0.21,,,,
7/15/99,5,8.5,1304,198.75,0.152,,,,
7/15/99,6,8.6,1334,150.24,0.113,,,,
7/15/99,7,10.9,1334,118.67,0.089,,,,
7/15/99,8,12.6,1334,93.48,0.07,,,,
7/15/99,8,,,,,,,,
7/15/99,9,13.3,1344,72.63,0.054,,,,
7/15/99,10,13.4,1360,57.2,0.042,,,,
7/15/99,11,13,1353,43.72,0.032,,,,
7/15/99,12,11.6,1361,32.72,0.024,,,,
7/15/99,13,11.2,1349,24.96,0.019,,,,
7/15/99,14,9.6,1337,18.17,0.014,,,,
7/15/99,15,6.8,1337,13.28,0.01,,,,
7/15/99,16,3.7,1356,8.28,0.006,,,,
7/15/99,17,0.4,1373,4.64,0.003,,,,
7/15/99,18,0.4,1376,2.58,0.002,,,,
7/28/99,0,7.8,1781,1298,0.729,,,,
7/28/99,1,7.9,1715,920.95,0.537,,,,
7/28/99,2,7.8,1710,763.09,0.446,,,,
7/28/99,3,7.9,1714,571.02,0.333,,,,
7/28/99,4,8,1657,416.73,0.251,,,,
7/28/99,5,8.7,1686,333.38,0.198,,,,
7/28/99,6,9.1,1696,255.64,0.151,,,,
7/28/99,7,11,1675,195.92,0.117,,,,
7/28/99,8,12.5,1664,151.23,0.091,,,,
7/28/99,9,13.6,1650,106.79,0.065,,,,
7/28/99,10,13.8,1641,79.22,0.048,,,,
7/28/99,11,13.6,1653,56.68,0.034,,,,
7/28/99,12,12,1650,43.06,0.026,,,,
7/28/99,13,10.6,1645,30.22,0.018,,,,
7/28/99,14,9,1678,18.38,0.011,,,,
7/28/99,15,4.5,1673,10.92,0.007,,,,
7/28/99,16,0.1,1689,5.44,0.003,,,,
7/28/99,17,0.3,1678,1.78,0.001,,,,
7/28/99,18,0,,,,,,,
7/28/99,18,,,,,,,,
8/10/99,0,8.1,491,275.76,0.562,,,,
8/10/99,0,,,,,,,,
8/10/99,1,8.1,490,225.99,0.461,,,,
8/10/99,2,8.1,498,143.09,0.287,,,,
8/10/99,3,8.1,498,110.09,0.221,,,,
8/10/99,4,8.1,457,75.77,0.166,,,,
8/10/99,5,8.1,438,55.3,0.126,,,,
8/10/99,6,8.1,434,41.67,0.096,,,,
8/10/99,7,8.4,418,30.49,0.073,,,,
8/10/99,8,12,413,23.59,0.057,,,,
8/10/99,9,12.6,406,18.61,0.046,,,,
8/10/99,10,12.8,411,15.04,0.037,,,,
8/10/99,11,12.6,408,11.6,0.028,,,,
8/10/99,12,11.4,393,8.04,0.02,,,,
8/10/99,13,10.3,376,5.82,0.015,,,,
8/10/99,14,8.6,350,3.45,0.01,,,,
8/10/99,15,3,334,2.42,0.007,,,,
8/10/99,16,1.1,320,1.16,0.004,,,,
8/10/99,17,1,328,0.18,0.001,,,,
8/10/99,18,0.9,,,,,,,
8/23/99,0,8,424,274.56,0.648,,,,
8/23/99,1,8,409,124.89,0.305,,,,
8/23/99,2,8,357,76.37,0.214,,,,
8/23/99,3,8,336,68.69,0.204,,,,
8/23/99,4,7.9,345,55.64,0.161,,,,
8/23/99,5,8,239,30.64,0.128,,,,
8/23/99,6,8,241,24.22,0.1,,,,
8/23/99,7,7.9,258,19.96,0.077,,,,
8/23/99,8,9.9,275,16.79,0.061,,,,
8/23/99,8,,,,,,,,
8/23/99,9,12.2,287,13.81,0.048,,,,
8/23/99,10,12.3,298,11.39,0.038,,,,
8/23/99,11,12,261,7.14,0.027,,,,
8/23/99,12,10.8,216,3.82,0.018,,,,
8/23/99,13,9.6,223,2.76,0.012,,,,
8/23/99,14,5.1,240,2.19,0.009,,,,
8/23/99,15,0.1,236,1.01,0.004,,,,
8/23/99,16,0,246,0.22,0.001,,,,
8/23/99,17,0.1,,,,,,,
8/23/99,18,0,,,,,,,
9/9/99,0,9,324,173.76,0.536,,,,
9/9/99,1,8.8,342,129.61,0.379,,,,
9/9/99,2,9.1,325,90.06,0.277,,,,
9/9/99,3,8.9,304,69.64,0.229,,,,
9/9/99,4,8.9,285,49.02,0.172,,,,
9/9/99,5,8.9,280,36.57,0.131,,,,
9/9/99,6,8.8,278,28.37,0.102,,,,
9/9/99,7,8.9,266,20.94,0.079,,,,
9/9/99,8,10.3,245,14.59,0.06,,,,
9/9/99,9,13.1,253,11.03,0.044,,,,
9/9/99,10,13.6,266,8.58,0.032,,,,
9/9/99,11,13.4,268,6.06,0.023,,,,
9/9/99,12,12,255,3.14,0.012,,,,
9/9/99,13,9.9,245,1.2,0.005,,,,
9/9/99,14,5.8,247,0.35,0.001,,,,
9/9/99,15,1.7,,,,,,,
9/9/99,15,,,,,,,,
9/9/99,16,0.4,,,,,,,
9/9/99,17,0.2,,,,,,,
9/9/99,18,0.1,,,,,,,
9/23/99,0,9.1,977,751.06,0.769,,,,
9/23/99,1,9,722,434.47,0.602,,,,
9/23/99,2,9,972,405.18,0.417,,,,
9/23/99,3,9.1,950,279.8,0.295,,,,
9/23/99,4,9,532,107.92,0.203,,,,
9/23/99,5,9,921,145.02,0.157,,,,
9/23/99,6,9.1,368,41.16,0.112,,,,
9/23/99,7,9.1,590,50.1,0.085,,,,
9/23/99,8,9.1,319,18.54,0.058,,,,
9/23/99,9,9.1,202,7.08,0.035,,,,
9/23/99,10,11.9,896,21.08,0.024,,,,
9/23/99,11,11.9,912,15.72,0.017,,,,
9/23/99,12,10.3,946,10.48,0.011,,,,
9/23/99,12,,,,,,,,
9/23/99,13,8.1,972,6.91,0.007,,,,
9/23/99,14,4.5,985,3.85,0.004,,,,
9/23/99,15,1.8,,,,,,,
9/23/99,16,0.3,1001,1.83,0.002,,,,
9/23/99,17,0.2,,,,,,,
9/23/99,18,0.2,,,,,,,
10/8/99,0,9.6,95,51.77,0.545,,,,
10/8/99,1,9.8,86,31.43,0.365,,,,
10/8/99,2,9.8,83,21.9,0.264,,,,
10/8/99,3,9.8,78,14.99,0.192,,,,
10/8/99,4,9.9,73,10.35,0.142,,,,
10/8/99,5,9.8,69,6.91,0.1,,,,
10/8/99,5,,,,,,,,
10/8/99,6,9.8,74,5.2,0.07,,,,
10/8/99,7,9.8,91,4.87,0.054,,,,
10/8/99,8,9.8,103,4.24,0.041,,,,
10/8/99,9,9.8,116,3.61,0.031,,,,
10/8/99,10,9.7,119,2.47,0.021,,,,
10/8/99,11,9.6,109,1.18,0.011,,,,
10/8/99,12,9.2,106,0.58,0.005,,,,
10/8/99,13,4.9,117,0.15,0.001,,,,
10/8/99,14,0.7,,,,,,,
10/8/99,15,0.5,,,,,,,
10/8/99,16,0.5,,,,,,,
10/8/99,17,0.5,,,,,,,
10/8/99,18,0.4,,,,,,,
10/19/99,0,10.2,133,69.83,0.525,,,,
10/19/99,1,10.1,138,35.2,0.255,,,,
10/19/99,2,10.1,145,27.58,0.19,,,,
10/19/99,3,10.1,149,21.91,0.147,,,,
10/19/99,4,10.1,161,17.72,0.11,,,,
10/19/99,5,10.1,179,14.71,0.082,,,,
10/19/99,6,10.1,189,11.54,0.061,,,,
10/19/99,7,10.1,193,8.05,0.042,,,,
10/19/99,8,10.1,198,5.82,0.029,,,,
10/19/99,9,10.1,191,3.57,0.019,,,,
10/19/99,10,10.1,178,2.07,0.012,,,,
10/19/99,11,10,170,1.04,0.006,,,,
10/19/99,12,9.9,166,0.02,0,,,,
10/19/99,13,8,,,,,,,
10/19/99,14,0.5,,,,,,,
10/19/99,15,0.4,,,,,,,
10/19/99,16,0.4,,,,,,,
10/19/99,17,0.4,,,,,,,
10/19/99,18,0.4,,,,,,,
10/19/99,18,,,,,,,,
11/10/99,0,11.6,62,30.19,0.487,,,,
11/10/99,1,11.8,60,15.43,0.257,,,,
11/10/99,2,11.9,63,6.58,0.104,,,,
11/10/99,3,12,62,3.44,0.055,,,,
11/10/99,4,12,65,1.9,0.029,,,,
11/10/99,5,12,63,0.28,0.004,,,,
11/10/99,6,11.8,,,,,,,
11/10/99,7,11.6,,,,,,,
11/10/99,8,11.5,,,,,,,
11/10/99,9,11.4,,,,,,,
11/10/99,10,11.3,,,,,,,
11/10/99,10,,,,,,,,
11/10/99,11,11.2,,,,,,,
11/10/99,12,11,,,,,,,
11/10/99,13,10.9,,,,,,,
11/10/99,14,10.8,,,,,,,
11/10/99,15,10.7,,,,,,,
11/10/99,16,10.6,,,,,,,
11/10/99,17,10.4,,,,,,,
11/10/99,18,10.2,,,,,,,
1/18/00,0,11.5,826,4.8,0.006,18.9,27.5,0.5,
1/18/00,1,13.5,1044,2.33,0.002,,,,
1/18/00,2,12.9,679,0,0,,,,
1/18/00,3,13,,,,,,,
1/18/00,4,12.9,,,,,,,
1/18/00,5,12.6,,,,,,,
1/18/00,6,12.3,,,,,,,
1/18/00,7,12.3,,,,,,,
1/18/00,8,12.2,,,,,,,
1/18/00,9,11.8,,,,,,,
1/18/00,10,11.8,,,,,,,
1/18/00,11,11.7,,,,,,,
1/18/00,12,11.8,,,,,,,
1/18/00,13,11.4,,,,,,,
1/18/00,14,11.1,,,,,,,
1/18/00,15,10.6,,,,,,,
1/18/00,16,9.6,,,,,,,
1/18/00,17,2.2,,,,,,,
1/18/00,17,,,,,,,,
2/22/00,0,14.4,690,2.65,0.004,27.6,36,2,
2/22/00,1,13.4,696,1.7,0.002,,,,
2/22/00,2,12.5,751,0.57,0.001,,,,
2/22/00,3,12.1,755,0.15,0,,,,
2/22/00,4,11.7,,,,,,,
2/22/00,5,11.4,,,,,,,
2/22/00,6,11.2,,,,,,,
2/22/00,7,11.1,,,,,,,
2/22/00,8,10.8,,,,,,,
2/22/00,9,10.7,,,,,,,
2/22/00,10,10.6,,,,,,,
2/22/00,10,,,,,,,,
2/22/00,11,10.4,,,,,,,
2/22/00,12,10.2,,,,,,,
2/22/00,13,9.8,,,,,,,
2/22/00,14,8.9,,,,,,,
2/22/00,15,8.3,,,,,,,
2/22/00,16,4.5,,,,,,,
2/22/00,17,1.3,,,,,,,
2/22/00,18,0.3,,,,,,,
4/6/00,0,11.7,511,281.7,0.551,,,,
4/6/00,1,11.7,493,173.4,0.352,,,,
4/6/00,2,11.7,472,92.3,0.196,,,,
4/6/00,3,11.7,459,54.45,0.119,,,,
4/6/00,4,11.7,465,31.35,0.067,,,,
4/6/00,5,11.7,488,22.5,0.046,,,,
4/6/00,6,11.7,500,14.62,0.029,,,,
4/6/00,7,11.7,485,8.55,0.018,,,,
4/6/00,8,11.6,468,4.49,0.01,,,,
4/6/00,9,11.6,467,2.12,0.005,,,,
4/6/00,10,11.6,498,1.16,0.002,,,,
4/6/00,10,,,,,,,,
4/6/00,11,11.6,539,0.37,0.001,,,,
4/6/00,12,11.6,509,0,0,,,,
4/6/00,13,11.6,,,,,,,
4/6/00,14,11.6,,,,,,,
4/6/00,15,11.6,,,,,,,
4/6/00,16,11.6,,,,,,,
4/6/00,17,11.6,,,,,,,
4/6/00,18,11.6,,,,,,,
4/18/00,0,12.2,615,368.6,0.599,,,,
4/18/00,1,12.2,646,192.2,0.298,,,,
4/18/00,2,12.1,663,111.9,0.169,,,,
4/18/00,3,12.1,680,73.4,0.108,,,,
4/18/00,4,12.1,685,47.78,0.07,,,,
4/18/00,5,12,655,31.19,0.048,,,,
4/18/00,6,12,639,19.31,0.03,,,,
4/18/00,7,12,621,12.38,0.02,,,,
4/18/00,8,12,641,8.34,0.013,,,,
4/18/00,8,,,,,,,,
4/18/00,9,12,690,5.67,0.008,,,,
4/18/00,10,12,690,3.53,0.005,,,,
4/18/00,11,12,659,1.94,0.003,,,,
4/18/00,12,11.9,631,1.09,0.002,,,,
4/18/00,13,11.9,648,0,0,,,,
4/18/00,14,11.9,,,,,,,
4/18/00,15,11.8,,,,,,,
4/18/00,16,11.8,,,,,,,
4/18/00,17,11.8,,,,,,,
4/18/00,18,11.8,,,,,,,
5/2/00,0,12.2,849,494.9,0.583,,,,
5/2/00,0,,,,,,,,
5/2/00,1,12.3,867,266.5,0.307,,,,
5/2/00,2,12.4,912,178.5,0.196,,,,
5/2/00,3,12.4,912,117.7,0.129,,,,
5/2/00,4,12.7,928,84.6,0.091,,,,
5/2/00,5,13.2,915,61.51,0.067,,,,
5/2/00,6,13.3,910,45.09,0.05,,,,
5/2/00,7,13.4,905,31.91,0.035,,,,
5/2/00,8,13.4,905,22.64,0.025,,,,
5/2/00,9,13.1,967,17.15,0.018,,,,
5/2/00,10,13,940,11.21,0.012,,,,
5/2/00,11,12.8,940,7.91,0.008,,,,
5/2/00,12,12.6,939,5.74,0.006,,,,
5/2/00,13,12.5,946,3.71,0.004,,,,
5/2/00,14,12.4,952,2.69,0.003,,,,
5/2/00,15,12.1,970,1.82,0.002,,,,
5/2/00,16,11.7,970,1.26,0.001,,,,
5/2/00,17,11.2,967,0.87,0.001,,,,
5/2/00,18,10.9,967,0.65,0.001,,,,
5/17/00,0,10.3,719,410.5,0.571,,,,
5/17/00,1,10.4,704,247.7,0.352,,,,
5/17/00,2,10.5,715,186.8,0.261,,,,
5/17/00,3,10.5,739,136.8,0.185,,,,
5/17/00,4,10.5,736,102.2,0.139,,,,
5/17/00,5,10.7,730,76,0.104,,,,
5/17/00,6,13.5,727,55.11,0.076,,,,
5/17/00,7,13.7,731,40.5,0.055,,,,
5/17/00,8,13.7,731,29.72,0.041,,,,
5/17/00,9,13.6,730,20.81,0.029,,,,
5/17/00,10,13.5,703,14.2,0.02,,,,
5/17/00,11,12.9,681,9.24,0.014,,,,
5/17/00,12,12.3,664,6.13,0.009,,,,
5/17/00,13,11.5,652,3.99,0.006,,,,
5/17/00,14,10.6,636,2.58,0.004,,,,
5/17/00,15,10.3,625,1.84,0.003,,,,
5/17/00,15,,,,,,,,
5/17/00,16,10,614,1.64,0.003,,,,
5/17/00,17,7.7,899,0.94,0.001,,,,
5/17/00,18,5.8,872,0.66,0.001,,,,
5/30/00,0,9.7,271,152.4,0.562,,,,
5/30/00,1,9.8,235,91.1,0.388,,,,
5/30/00,2,9.9,226,59.11,0.262,,,,
5/30/00,3,9.9,210,43.18,0.206,,,,
5/30/00,4,10,201,32.95,0.164,,,,
5/30/00,5,11,194,25.26,0.13,,,,
5/30/00,6,11.6,187,18.62,0.1,,,,
5/30/00,7,13.3,180,13.53,0.075,,,,
5/30/00,8,13.5,173,9.41,0.054,,,,
5/30/00,9,13.5,168,6.69,0.04,,,,
5/30/00,10,13.3,163,4.4,0.027,,,,
5/30/00,11,12.2,158,2.68,0.017,,,,
5/30/00,12,11.8,152,1.83,0.012,,,,
5/30/00,13,11,148,0.98,0.007,,,,
5/30/00,14,9.4,144,0.66,0.005,,,,
5/30/00,15,8.7,140,0.26,0.002,,,,
5/30/00,15,,,,,,,,
5/30/00,16,6.8,,,,,,,
5/30/00,17,5.2,,,,,,,
5/30/00,18,3.8,,,,,,,
6/13/00,0,9.3,602,383.9,0.638,,,,
6/13/00,0,,,,,,,,
6/13/00,1,9.3,667,267.5,0.401,,,,
6/13/00,2,9.3,679,182.7,0.269,,,,
6/13/00,3,9.3,668,144.5,0.216,,,,
6/13/00,4,9.6,641,114,0.178,,,,
6/13/00,5,10.4,609,87.8,0.144,,,,
6/13/00,6,11.8,586,64.12,0.109,,,,
6/13/00,7,13.3,556,46.16,0.083,,,,
6/13/00,8,13.9,514,32.01,0.062,,,,
6/13/00,9,14.2,487,23.35,0.048,,,,
6/13/00,10,14.2,472,16.72,0.035,,,,
6/13/00,11,13.8,459,12.04,0.026,,,,
6/13/00,12,13.8,461,8.2,0.018,,,,
6/13/00,13,10.8,446,4.89,0.011,,,,
6/13/00,14,8.3,436,3.06,0.007,,,,
6/13/00,15,5.6,421,1.53,0.004,,,,
6/13/00,16,4,418,0.76,0.002,,,,
6/13/00,17,2.8,,,,,,,
6/13/00,18,0.4,,,,,,,
6/27/00,0,9,395,247.4,0.626,,,,
6/27/00,0,,,,,,,,
6/27/00,1,9,401,161.7,0.403,,,,
6/27/00,2,9,404,97.7,0.242,,,,
6/27/00,3,9.1,407,88.8,0.218,,,,
6/27/00,4,9.2,410,74.4,0.181,,,,
6/27/00,5,9.3,415,61.45,0.148,,,,
6/27/00,6,9.6,420,50.84,0.121,,,,
6/27/00,7,13.3,429,40.36,0.094,,,,
6/27/00,8,14.1,437,31.22,0.071,,,,
6/27/00,9,14.4,438,23.68,0.054,,,,
6/27/00,10,14.1,436,17.22,0.039,,,,
6/27/00,11,14.2,426,11.61,0.027,,,,
6/27/00,12,13.4,417,7.28,0.017,,,,
6/27/00,13,10.2,398,4.27,0.011,,,,
6/27/00,14,7.2,372,2.33,0.006,,,,
6/27/00,15,4.5,332,1.01,0.003,,,,
6/27/00,16,2.2,324,0.04,0,,,,
6/27/00,17,0.3,,,,,,,
6/27/00,18,0.2,,,,,,,
7/12/00,0,8.9,144,84.4,0.586,,,,
7/12/00,1,8.9,144,60.78,0.422,,,,
7/12/00,2,9,144,43.43,0.302,,,,
7/12/00,3,9.2,144,19.41,0.135,,,,
7/12/00,3,,,,,,,,
7/12/00,4,9.4,144,14.2,0.099,,,,
7/12/00,5,9.4,144,10.78,0.075,,,,
7/12/00,6,9.8,144,8.07,0.056,,,,
7/12/00,7,12.6,145,6,0.041,,,,
7/12/00,8,14,145,4.34,0.03,,,,
7/12/00,9,14.5,145,2.88,0.02,,,,
7/12/00,10,14.5,144,2.16,0.015,,,,
7/12/00,11,14.3,144,1.65,0.011,,,,
7/12/00,12,12.8,144,1.09,0.008,,,,
7/12/00,13,10.6,143,0.2,0.001,,,,
7/12/00,14,8.7,,,,,,,
7/12/00,15,5,,,,,,,
7/12/00,16,2.4,,,,,,,
7/12/00,17,0.4,,,,,,,
7/12/00,18,0.3,,,,,,,
7/26/00,0,8.3,492,249.3,0.507,,,,
7/26/00,1,8.3,516,167.8,0.325,,,,
7/26/00,2,8.4,533,103.1,0.193,,,,
7/26/00,3,8.4,554,92.3,0.167,,,,
7/26/00,4,8.5,544,71.3,0.131,,,,
7/26/00,5,8.5,543,52.77,0.097,,,,
7/26/00,6,8.6,550,39.94,0.073,,,,
7/26/00,7,11.5,558,29.63,0.053,,,,
7/26/00,8,13.4,568,22.23,0.039,,,,
7/26/00,9,13.6,558,16.09,0.029,,,,
7/26/00,10,14.2,557,12.07,0.022,,,,
7/26/00,11,13.7,557,8.43,0.015,,,,
7/26/00,12,12.5,598,6.17,0.01,,,,
7/26/00,12,,,,,,,,
7/26/00,13,10.5,629,4.42,0.007,,,,
7/26/00,14,4,813,3.75,0.005,,,,
7/26/00,15,0.5,721,2.37,0.003,,,,
7/26/00,16,0.5,656,1.34,0.002,,,,
7/26/00,17,0.5,735,0.96,0.001,,,,
7/26/00,18,0.5,666,0.4,0.001,,,,
7/26/00,18,,,,,,,,
8/8/00,0,8.3,37,21.45,0.58,,,,
8/8/00,1,8.3,41,21.61,0.527,,,,
8/8/00,2,8.3,44,16.29,0.37,,,,
8/8/00,3,8.3,47,12.95,0.276,,,,
8/8/00,4,8.4,51,10.86,0.213,,,,
8/8/00,5,8.4,56,9.57,0.171,,,,
8/8/00,6,8.5,61,7.67,0.126,,,,
8/8/00,7,9.7,70,6.73,0.096,,,,
8/8/00,8,12.2,87,6.25,0.072,,,,
8/8/00,9,12.8,103,5.39,0.052,,,,
8/8/00,10,13.2,116,4.93,0.043,,,,
8/8/00,10,,,,,,,,
8/8/00,11,13.1,133,4.24,0.032,,,,
8/8/00,12,11.7,160,3.77,0.024,,,,
8/8/00,13,9,188,3.88,0.021,,,,
8/8/00,14,7.1,246,3.86,0.016,,,,
8/8/00,15,0.7,285,3.52,0.012,,,,
8/8/00,16,0.6,332,3.09,0.009,,,,
8/8/00,17,0.6,355,3.04,0.009,,,,
8/8/00,18,0.6,369,2.46,0.007,,,,
8/21/00,0,8.8,1486,855,0.575,,,,
8/21/00,1,8.9,1507,677.4,0.45,,,,
8/21/00,2,8.9,1409,472.2,0.335,,,,
8/21/00,3,8.9,1482,343.9,0.232,,,,
8/21/00,4,8.9,1514,251.6,0.166,,,,
8/21/00,5,8.9,1505,183.3,0.122,,,,
8/21/00,6,8.9,1512,139.2,0.092,,,,
8/21/00,7,9.1,1496,96.7,0.065,,,,
8/21/00,8,12.5,1509,71.2,0.047,,,,
8/21/00,9,13,1509,49.77,0.033,,,,
8/21/00,10,12.7,1505,33.75,0.022,,,,
8/21/00,10,,,,,,,,
8/21/00,11,12.2,1495,25.73,0.017,,,,
8/21/00,12,10.9,1479,17.79,0.012,,,,
8/21/00,13,7.3,1447,12.07,0.008,,,,
8/21/00,14,3.8,1468,7.16,0.005,,,,
8/21/00,15,0.6,1458,3.81,0.003,,,,
8/21/00,16,0.1,1404,0.88,0.001,,,,
8/21/00,17,0.1,1400,0,0,,,,
8/21/00,18,0,,,,,,,
9/6/00,0,8.6,1146,756,0.66,,,,
9/6/00,1,8.5,1146,516.7,0.451,,,,
9/6/00,2,8.5,1140,348.3,0.306,,,,
9/6/00,3,8.5,1142,273.9,0.24,,,,
9/6/00,4,8.5,1147,185,0.161,,,,
9/6/00,5,8.5,1151,149.1,0.13,,,,
9/6/00,6,8.5,1151,117.2,0.102,,,,
9/6/00,7,8.5,1151,87.2,0.076,,,,
9/6/00,8,8.5,1156,68.34,0.059,,,,
9/6/00,9,12.5,1150,50.57,0.044,,,,
9/6/00,10,12.6,1156,37.86,0.033,,,,
9/6/00,11,11.5,1163,24.18,0.021,,,,
9/6/00,12,9.7,1145,19.22,0.017,,,,
9/6/00,12,,,,,,,,
9/6/00,13,6.5,1160,13.02,0.011,,,,
9/6/00,14,1,1157,8.85,0.008,,,,
9/6/00,15,0.1,1158,5.18,0.004,,,,
9/6/00,16,0.1,1164,2.32,0.002,,,,
9/6/00,17,0.1,1161,0,0,,,,
9/6/00,18,0.1,,,,,,,
9/18/00,0,9.2,1425,851,0.597,,,,
9/18/00,1,9.2,1415,622.7,0.44,,,,
9/18/00,2,9.2,1412,472.1,0.334,,,,
9/18/00,3,9.2,1430,348.5,0.244,,,,
9/18/00,4,9.3,1427,247.6,0.174,,,,
9/18/00,5,9.3,1444,182.9,0.127,,,,
9/18/00,6,9.3,1460,134.7,0.092,,,,
9/18/00,7,9.3,1455,76,0.052,,,,
9/18/00,8,9.4,1457,57.19,0.039,,,,
9/18/00,9,9.4,1448,43.8,0.03,,,,
9/18/00,10,12.1,1425,32.1,0.023,,,,
9/18/00,11,12.2,1391,22.98,0.017,,,,
9/18/00,12,9,1426,17.44,0.012,,,,
9/18/00,12,,,,,,,,
9/18/00,13,5.5,1430,11.72,0.008,,,,
9/18/00,14,2,1443,7.94,0.006,,,,
9/18/00,15,0.2,1448,2.68,0.002,,,,
9/18/00,16,0.1,1458,0.14,0,,,,
9/18/00,17,0.1,,,,,,,
9/18/00,18,0.1,,,,,,,
10/3/00,0,9.8,316,204.2,0.646,,,,
10/3/00,1,9.9,314,121.4,0.387,,,,
10/3/00,2,9.9,311,75.7,0.243,,,,
10/3/00,3,9.9,310,60.31,0.195,,,,
10/3/00,4,9.9,309,46.81,0.151,,,,
10/3/00,5,9.9,309,37.75,0.122,,,,
10/3/00,6,9.9,308,29.26,0.095,,,,
10/3/00,7,10,307,22.94,0.075,,,,
10/3/00,8,10,304,17.41,0.057,,,,
10/3/00,9,9.9,299,13.65,0.046,,,,
10/3/00,10,10,297,10.5,0.035,,,,
10/3/00,11,10.4,295,8.26,0.028,,,,
10/3/00,12,6.5,293,5.63,0.019,,,,
10/3/00,12,,,,,,,,
10/3/00,13,3.5,291,4.07,0.014,,,,
10/3/00,14,0.6,288,2.77,0.01,,,,
10/3/00,15,0.1,285,1.54,0.005,,,,
10/3/00,16,0.1,284,0.16,0.001,,,,
10/3/00,17,0.1,,,,,,,
10/3/00,18,0.1,,,,,,,
10/17/00,0,10.5,810,452.7,0.559,,,,
10/17/00,1,11.4,792,320.5,0.405,,,,
10/17/00,2,11.8,793,224.1,0.283,,,,
10/17/00,3,11.7,811,163.3,0.201,,,,
10/17/00,4,11.6,801,110.8,0.138,,,,
10/17/00,5,10,800,81.9,0.102,,,,
10/17/00,6,9.7,806,59.51,0.074,,,,
10/17/00,7,9.4,804,44.16,0.055,,,,
