lakeid,year4,daynum,sampledate,depth,surfchlor
SP,2016,131,5/10/16,0,5.1
SP,2016,131,5/10/16,3,4.1
SP,2016,131,5/10/16,5,5.6
SP,2016,131,5/10/16,8,16.5
SP,2016,131,5/10/16,10,8.6
SP,2016,131,5/10/16,12,2.5
SP,2016,131,5/10/16,15,6.5
SP,2016,131,5/10/16,18,1.5
SP,2016,145,5/24/16,0,1.5
SP,2016,145,5/24/16,3,2.6
SP,2016,145,5/24/16,5,1.4
SP,2016,145,5/24/16,8,3.4
SP,2016,145,5/24/16,10,10.4
SP,2016,145,5/24/16,12,8.5
SP,2016,145,5/24/16,15,4.8
SP,2016,145,5/24/16,18,3.2
SP,2016,158,6/6/16,0,1.3
SP,2016,158,6/6/16,3,3.6
SP,2016,158,6/6/16,5,3.1
SP,2016,158,6/6/16,8,6.2
SP,2016,158,6/6/16,8,6.2
SP,2016,158,6/6/16,10,8
SP,2016,158,6/6/16,12,6.9
SP,2016,158,6/6/16,15,6.5
SP,2016,158,6/6/16,18,2.6
SP,2016,172,6/20/16,0,-0.5
SP,2016,172,6/20/16,3,1.4
SP,2016,172,6/20/16,5,3.3
SP,2016,172,6/20/16,8,4.7
SP,2016,172,6/20/16,10,6.5
SP,2016,172,6/20/16,12,7.5
SP,2016,172,6/20/16,15,7.6
SP,2016,172,6/20/16,15,10.5
SP,2016,172,6/20/16,18,3.7
SP,2016,188,7/6/16,0,1.4
SP,2016,188,7/6/16,3,1.6
SP,2016,188,7/6/16,3,1.6
SP,2016,188,7/6/16,5,2.5
SP,2016,188,7/6/16,8,7.8
SP,2016,188,7/6/16,10,7.6
SP,2016,188,7/6/16,12,8.9
SP,2016,188,7/6/16,15,9.2
SP,2016,188,7/6/16,18,17.1
SP,2016,203,7/21/16,0,0.1
SP,2016,203,7/21/16,3,1.6
SP,2016,203,7/21/16,5,1.9
SP,2016,203,7/21/16,8,1.5
SP,2016,203,7/21/16,8,2
SP,2016,203,7/21/16,10,4.1
SP,2016,203,7/21/16,12,3.6
SP,2016,203,7/21/16,15,11.2
SP,2016,203,7/21/16,18,10.2
SP,2016,215,8/2/16,0,1.6
SP,2016,215,8/2/16,3,1.2
SP,2016,215,8/2/16,5,2
SP,2016,215,8/2/16,8,3.1
SP,2016,215,8/2/16,10,3.7
SP,2016,215,8/2/16,12,7.6
SP,2016,215,8/2/16,12,8.3
SP,2016,215,8/2/16,15,11
SP,2016,215,8/2/16,18,10.1
SP,2016,231,8/18/16,0,2.5
SP,2016,231,8/18/16,3,1.1
SP,2016,231,8/18/16,5,1.7
SP,2016,231,8/18/16,8,2.1
SP,2016,231,8/18/16,8,2.2
SP,2016,231,8/18/16,10,4.1
SP,2016,231,8/18/16,12,10.1
SP,2016,231,8/18/16,15,4
SP,2016,231,8/18/16,18,5.2
SP,2016,243,8/30/16,0,1.8
SP,2016,243,8/30/16,3,1.7
SP,2016,243,8/30/16,3,1.6
SP,2016,243,8/30/16,5,2.4
SP,2016,243,8/30/16,8,3.4
SP,2016,243,8/30/16,10,4.2
SP,2016,243,8/30/16,12,8.9
SP,2016,243,8/30/16,15,7.9
SP,2016,243,8/30/16,18,9.7
SP,2016,256,9/12/16,0,1.5
SP,2016,256,9/12/16,3,1.4
SP,2016,256,9/12/16,5,1.5
SP,2016,256,9/12/16,8,3.2
SP,2016,256,9/12/16,10,4.6
SP,2016,256,9/12/16,12,5.3
SP,2016,256,9/12/16,15,5.3
SP,2016,256,9/12/16,15,3.8
SP,2016,256,9/12/16,18,8.6
SP,2016,272,9/28/16,0,2.1
SP,2016,272,9/28/16,3,2.4
SP,2016,272,9/28/16,5,1.9
SP,2016,272,9/28/16,8,2.5
SP,2016,272,9/28/16,10,3.4
SP,2016,272,9/28/16,12,5.3
SP,2016,272,9/28/16,15,5.2
SP,2016,272,9/28/16,18,11.5
SP,2016,272,9/28/16,18,11.9
SP,2016,286,10/12/16,0,1.8
SP,2016,286,10/12/16,3,2.2
SP,2016,286,10/12/16,5,1.5
SP,2016,286,10/12/16,8,1.9
SP,2016,286,10/12/16,10,2.4
SP,2016,286,10/12/16,12,3.1
SP,2016,286,10/12/16,15,7.3
SP,2016,286,10/12/16,15,6
SP,2016,286,10/12/16,18,11.1
SP,2016,298,10/24/16,0,1.6
SP,2016,298,10/24/16,3,1.6
SP,2016,298,10/24/16,5,2.2
SP,2016,298,10/24/16,8,1.8
SP,2016,298,10/24/16,10,1.8
SP,2016,298,10/24/16,12,2.2
SP,2016,298,10/24/16,15,5.3
SP,2016,298,10/24/16,18,10.8
SP,2016,298,10/24/16,18,10.8
SP,2016,321,11/16/16,0,2
SP,2016,321,11/16/16,0,2.8
SP,2016,321,11/16/16,3,2.2
SP,2016,321,11/16/16,5,2.7
SP,2016,321,11/16/16,8,1.9
SP,2016,321,11/16/16,10,3.1
SP,2016,321,11/16/16,12,2.2
SP,2016,321,11/16/16,15,2.3
SP,2016,321,11/16/16,18,4.1
