
"lakeid","year4","sampledate","depth","ph","alk","dic","tic","doc","toc","no2","totnf","totnuf","totpf","totpuf","drsif","brsif","brsiuf","tpm"
"SP",1991,"1991-02-19",17.00,,,,,,,,,,,,,,,
"SP",1991,"1991-02-19",18.00,7.07,908,16.99,19.17,4.08,4.12,,1821,2209,55,111,8566,8237,8928,
"SP",1991,"1991-03-25",0.00,7.55,,4.96,5.74,2.71,2.58,,459,483,5,6,2074,2046,1838,
"SP",1991,"1991-03-25",1.00,,,,,,,,,,,,,,,
"SP",1991,"1991-03-25",2.00,,,,,,,,,,,,,,,
"SP",1991,"1991-03-25",3.00,,,,,,,,,,,,,,,
"SP",1991,"1991-03-25",4.00,,,,,,,,,,,,,,,
"SP",1991,"1991-03-25",5.00,,,,,,,,,,,,,,,
"SP",1991,"1991-03-25",6.00,,,,,,,,,,,,,,,
"SP",1991,"1991-03-25",7.00,,,,,,,,,,,,,,,
"SP",1991,"1991-03-25",8.00,,,,,,,,,,,,,,,
"SP",1991,"1991-03-25",9.00,,,,,,,,,,,,,,,
"SP",1991,"1991-03-25",10.00,7.16,,9.19,9.08,2.82,2.94,,284,272,3,6,3064,3041,3179,
"SP",1991,"1991-03-25",10.00,7.18,,9.06,8.87,2.96,2.81,,259,315,3,7,3088,3096,3096,
"SP",1991,"1991-03-25",11.00,,,,,,,,,,,,,,,
"SP",1991,"1991-03-25",12.00,,,,,,,,,,,,,,,
"SP",1991,"1991-03-25",13.00,,,,,,,,,,,,,,,
"SP",1991,"1991-03-25",14.00,,,,,,,,,,,,,,,
"SP",1991,"1991-03-25",15.00,,,,,,,,,,,,,,,
"SP",1991,"1991-03-25",16.00,,,,,,,,,,,,,,,
"SP",1991,"1991-03-25",17.00,6.86,,13.00,13.30,2.90,3.14,,875,1106,8,36,5952,5915,6137,
"SP",1991,"1991-03-25",18.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-07",0.00,7.80,606,,7.99,,3.20,,180,197,4,7,2844,2824,2824,0.74
"SP",1991,"1991-05-07",1.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-07",2.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-07",3.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-07",4.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-07",5.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-07",6.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-07",7.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-07",8.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-07",9.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-07",10.00,7.73,614,7.87,8.14,2.94,2.85,,160,222,0,8,2823,2781,2845,0.74
"SP",1991,"1991-05-07",10.00,7.75,602,7.88,8.07,3.01,2.94,,160,216,0,9,2844,2791,2910,-0.02
"SP",1991,"1991-05-07",11.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-07",12.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-07",13.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-07",14.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-07",15.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-07",16.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-07",17.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-07",18.00,7.07,650,10.42,9.76,3.07,2.83,,265,304,0,11,3469,3383,3383,0.18
"SP",1991,"1991-05-22",0.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-22",1.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-22",2.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-22",3.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-22",4.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-22",5.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-22",6.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-22",7.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-22",8.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-22",9.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-22",10.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-22",11.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-22",12.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-22",13.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-22",14.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-22",15.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-22",16.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-22",17.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-22",18.00,,,,,,,,,,,,,,,
"SP",1991,"1991-05-22",18.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-03",0.00,8.12,,7.46,7.52,3.39,3.38,,151,169,0,0,2747,4890,2738,0.39
"SP",1991,"1991-06-03",0.00,8.11,,7.49,7.54,3.35,3.29,,141,159,0,0,2794,2608,2695,0.23
"SP",1991,"1991-06-03",1.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-03",2.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-03",3.00,8.16,,7.47,7.56,3.32,3.66,,128,161,0,0,2699,2652,2673,0.49
"SP",1991,"1991-06-03",4.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-03",5.00,8.35,,7.56,7.63,3.27,3.12,,166,150,0,4,2889,2716,2759,0.50
"SP",1991,"1991-06-03",6.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-03",7.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-03",8.00,8.50,,7.45,7.55,3.19,3.14,,159,189,0,6,2865,2716,2802,0.53
"SP",1991,"1991-06-03",9.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-03",10.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-03",11.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-03",12.00,7.24,,8.92,9.08,3.11,3.04,,137,282,4,15,3031,2824,2974,1.00
"SP",1991,"1991-06-03",13.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-03",14.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-03",15.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-03",16.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-03",17.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-03",18.00,6.84,,10.74,11.10,2.89,3.00,,152,228,4,20,3957,3771,3836,1.50
"SP",1991,"1991-06-19",0.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-19",1.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-19",2.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-19",3.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-19",4.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-19",5.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-19",6.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-19",7.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-19",8.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-19",8.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-19",9.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-19",10.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-19",11.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-19",12.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-19",13.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-19",14.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-19",15.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-19",16.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-19",17.00,,,,,,,,,,,,,,,
"SP",1991,"1991-06-19",18.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-01",0.00,8.00,,7.58,7.59,3.45,3.32,,194,173,4,7,2527,2466,2625,0.64
"SP",1991,"1991-07-01",1.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-01",2.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-01",3.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-01",4.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-01",5.00,7.95,,7.44,7.61,3.54,3.54,,157,214,3,7,2552,2443,2671,1.12
"SP",1991,"1991-07-01",6.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-01",7.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-01",8.00,8.65,,7.38,7.49,3.24,3.23,,213,256,4,15,2603,2625,2762,0.66
"SP",1991,"1991-07-01",9.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-01",10.00,8.10,,7.68,7.80,3.39,3.22,,264,222,7,12,2578,2488,2854,0.07
"SP",1991,"1991-07-01",11.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-01",12.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-01",13.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-01",14.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-01",15.00,7.01,,10.43,10.79,2.89,2.90,,189,210,3,13,3726,3721,3767,0.71
"SP",1991,"1991-07-01",15.00,6.84,,10.55,10.77,2.64,3.03,,258,221,10,20,3726,3744,3858,0.66
"SP",1991,"1991-07-01",16.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-01",17.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-01",18.00,6.75,,12.76,13.05,3.75,3.06,,458,759,13,51,5359,5228,5251,1.22
"SP",1991,"1991-07-16",0.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-16",1.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-16",2.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-16",3.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-16",4.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-16",5.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-16",5.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-16",6.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-16",7.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-16",8.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-16",9.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-16",10.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-16",11.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-16",12.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-16",13.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-16",14.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-16",15.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-16",16.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-16",17.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-16",18.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-30",0.00,8.11,,7.52,7.56,3.57,3.76,,68,78,0,4,2364,2353,2330,0.24
"SP",1991,"1991-07-30",1.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-30",2.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-30",3.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-30",4.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-30",5.00,8.09,,7.49,7.59,3.53,3.80,,48,78,0,2,2343,2652,2330,0.37
"SP",1991,"1991-07-30",6.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-30",7.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-30",8.00,8.49,,7.66,7.85,3.41,3.30,,55,110,1,7,2531,2422,2652,0.63
"SP",1991,"1991-07-30",8.00,8.51,,7.62,7.65,3.37,3.40,,85,151,1,7,2510,2514,2652,0.54
"SP",1991,"1991-07-30",9.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-30",10.00,7.90,,7.93,8.02,3.35,3.28,,46,120,1,9,2384,2376,2583,0.55
"SP",1991,"1991-07-30",11.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-30",12.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-30",13.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-30",14.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-30",15.00,6.74,,11.73,12.10,3.05,3.17,,38,256,1,34,3765,3827,4173,0.34
"SP",1991,"1991-07-30",16.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-30",17.00,,,,,,,,,,,,,,,
"SP",1991,"1991-07-30",18.00,6.78,,14.58,14.90,4.23,4.11,,151,431,42,63,5877,5694,5532,1.29
"SP",1991,"1991-08-12",0.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-12",1.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-12",2.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-12",3.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-12",4.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-12",5.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-12",6.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-12",7.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-12",8.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-12",8.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-12",9.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-12",10.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-12",11.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-12",12.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-12",13.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-12",14.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-12",15.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-12",16.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-12",17.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-12",18.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-28",0.00,8.17,594,7.65,7.78,3.52,4.01,,223,154,0,0,2431,2323,2349,0.58
"SP",1991,"1991-08-28",1.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-28",2.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-28",3.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-28",4.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-28",5.00,8.31,594,7.62,7.73,3.66,3.65,,345,182,6,4,2410,2375,2427,0.61
"SP",1991,"1991-08-28",6.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-28",7.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-28",8.00,8.76,606,7.40,7.79,3.46,3.62,,423,238,4,9,2560,2531,2557,0.93
"SP",1991,"1991-08-28",9.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-28",10.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-28",11.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-28",12.00,7.10,625,9.18,9.36,3.32,3.09,,303,193,4,8,2689,2583,2842,1.08
"SP",1991,"1991-08-28",12.00,7.07,622,9.23,9.24,3.22,3.10,,230,165,3,7,2689,2583,2725,1.24
"SP",1991,"1991-08-28",13.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-28",14.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-28",15.00,6.68,669,11.28,11.81,3.04,3.35,,338,288,0,24,4684,4137,4422,3.38
"SP",1991,"1991-08-28",16.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-28",17.00,,,,,,,,,,,,,,,
"SP",1991,"1991-08-28",18.00,6.80,754,14.05,14.58,4.24,3.73,,943,970,50,77,6207,6029,6003,1.34
"SP",1991,"1991-09-09",0.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-09",1.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-09",2.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-09",3.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-09",4.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-09",5.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-09",5.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-09",6.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-09",7.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-09",8.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-09",9.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-09",10.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-09",11.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-09",12.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-09",13.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-09",14.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-09",15.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-09",16.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-09",17.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-09",18.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-23",0.00,8.04,,7.89,7.81,3.79,3.54,,217,228,3,6,2412,2323,2518,0.57
"SP",1991,"1991-09-23",1.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-23",2.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-23",3.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-23",4.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-23",5.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-23",6.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-23",7.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-23",8.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-23",9.00,8.05,,7.79,7.76,3.38,3.47,,253,217,5,6,2412,2505,2505,0.50
"SP",1991,"1991-09-23",10.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-23",11.00,7.22,,8.63,8.88,3.07,3.15,,267,271,4,13,2624,2531,2738,2.32
"SP",1991,"1991-09-23",11.00,7.20,,8.89,8.91,3.31,3.18,,217,256,4,13,2577,2583,2738,4.04
"SP",1991,"1991-09-23",12.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-23",12.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-23",13.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-23",14.00,6.79,,10.59,11.09,3.92,2.70,,205,271,4,18,3517,3515,3567,2.38
"SP",1991,"1991-09-23",15.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-23",16.00,6.84,,13.16,13.44,3.52,3.44,,415,604,17,38,4880,4966,5264,
"SP",1991,"1991-09-23",17.00,,,,,,,,,,,,,,,
"SP",1991,"1991-09-23",18.00,6.86,,14.90,15.75,4.01,3.92,,844,1096,68,140,5960,5899,6586,1.13
"SP",1991,"1991-10-07",0.00,,,,,,,,,,,,,,,
"SP",1991,"1991-10-07",1.00,,,,,,,,,,,,,,,
"SP",1991,"1991-10-07",2.00,,,,,,,,,,,,,,,
"SP",1991,"1991-10-07",3.00,,,,,,,,,,,,,,,
"SP",1991,"1991-10-07",4.00,,,,,,,,,,,,,,,
"SP",1991,"1991-10-07",5.00,,,,,,,,,,,,,,,
"SP",1991,"1991-10-07",6.00,,,,,,,,,,,,,,,
"SP",1991,"1991-10-07",7.00,,,,,,,,,,,,,,,
"SP",1991,"1991-10-07",8.00,,,,,,,,,,,,,,,
"SP",1991,"1991-10-07",8.00,,,,,,,,,,,,,,,
"SP",1991,"1991-10-07",9.00,,,,,,,,,,,,,,,
"SP",1991,"1991-10-07",10.00,,,,,,,,,,,,,,,
"SP",1991,"1991-10-07",11.00,,,,,,,,,,,,,,,
"SP",1991,"1991-10-07",12.00,,,,,,,,,,,,,,,
"SP",1991,"1991-10-07",13.00,,,,,,,,,,,,,,,
"SP",1991,"1991-10-07",14.00,,,,,,,,,,,,,,,
"SP",1991,"1991-10-07",15.00,,,,,,,,,,,,,,,
"SP",1991,"1991-10-07",16.00,,,,,,,,,,,,,,,
"SP",1991,"1991-10-07",17.00,,,,,,,,,,,,,,,
"SP",1991,"1991-10-07",18.00,,,,,,,,,,,,,,,
"SP",1991,"1991-11-11",0.00,7.53,631,8.39,8.50,3.24,3.31,,179,207,0,7,2859,2848,2874,1.15
"SP",1991,"1991-11-11",1.00,,,,,,,,,,,,,,,
"SP",1991,"1991-11-11",2.00,,,,,,,,,,,,,,,
"SP",1991,"1991-11-11",3.00,,,,,,,,,,,,,,,
"SP",1991,"1991-11-11",4.00,,,,,,,,,,,,,,,
"SP",1991,"1991-11-11",5.00,,,,,,,,,,,,,,,
"SP",1991,"1991-11-11",6.00,,,,,,,,,,,,,,,
"SP",1991,"1991-11-11",7.00,,,,,,,,,,,,,,,
"SP",1991,"1991-11-11",8.00,,,,,,,,,,,,,,,
"SP",1991,"1991-11-11",9.00,,,,,,,,,,,,,,,
"SP",1991,"1991-11-11",10.00,7.51,640,8.41,8.55,3.09,3.65,,178,217,0,8,2671,2823,2977,0.72
"SP",1991,"1991-11-11",10.00,7.51,631,8.43,8.48,3.15,3.41,,223,205,0,7,2906,2900,2874,0.99
"SP",1991,"1991-11-11",11.00,,,,,,,,,,,,,,,
"SP",1991,"1991-11-11",12.00,,,,,,,,,,,,,,,
"SP",1991,"1991-11-11",13.00,,,,,,,,,,,,,,,
"SP",1991,"1991-11-11",14.00,,,,,,,,,,,,,,,
"SP",1991,"1991-11-11",15.00,,,,,,,,,,,,,,,
"SP",1991,"1991-11-11",16.00,,,,,,,,,,,,,,,
"SP",1991,"1991-11-11",17.00,,,,,,,,,,,,,,,
"SP",1991,"1991-11-11",18.00,7.50,635,8.47,8.52,3.22,3.38,,170,223,0,7,2718,2823,2925,0.88
"SP",1992,"1992-01-14",0.00,7.61,,9.17,,3.35,,,198,243,0,5,3198,3249,3272,
"SP",1992,"1992-01-14",1.00,,,,,,,,,,,,,,,
"SP",1992,"1992-01-14",2.00,,,,,,,,,,,,,,,
"SP",1992,"1992-01-14",3.00,,,,,,,,,,,,,,,
"SP",1992,"1992-01-14",4.00,,,,,,,,,,,,,,,
"SP",1992,"1992-01-14",5.00,,,,,,,,,,,,,,,
"SP",1992,"1992-01-14",6.00,,,,,,,,,,,,,,,
"SP",1992,"1992-01-14",7.00,,,,,,,,,,,,,,,
"SP",1992,"1992-01-14",8.00,,,,,,,,,,,,,,,
"SP",1992,"1992-01-14",9.00,,,,,,,,,,,,,,,
"SP",1992,"1992-01-14",10.00,7.28,,8.55,,3.00,,,175,211,0,5,2949,2910,3022,
"SP",1992,"1992-01-14",11.00,,,,,,,,,,,,,,,
"SP",1992,"1992-01-14",12.00,,,,,,,,,,,,,,,
"SP",1992,"1992-01-14",13.00,,,,,,,,,,,,,,,
"SP",1992,"1992-01-14",14.00,,,,,,,,,,,,,,,
"SP",1992,"1992-01-14",15.00,,,,,,,,,,,,,,,
"SP",1992,"1992-01-14",16.00,,,,,,,,,,,,,,,
"SP",1992,"1992-01-14",17.00,,,,,,,,,,,,,,,
"SP",1992,"1992-01-14",18.00,6.80,,,,,,,557,658,5,63,4901,4910,4402,
"SP",1992,"1992-01-14",18.00,6.93,,11.63,12.86,3.67,3.14,,706,747,10,82,4963,4989,4899,
"SP",1992,"1992-03-01",0.00,7.68,691,9.21,9.28,3.25,3.30,,205,230,0,6,3188,3136,3266,
"SP",1992,"1992-03-01",0.00,7.65,683,9.26,9.27,3.70,3.23,,220,245,0,5,3104,3204,3226,
"SP",1992,"1992-03-01",1.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-01",2.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-01",3.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-01",4.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-01",5.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-01",6.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-01",7.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-01",8.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-01",9.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-01",10.00,7.25,629,9.25,9.23,2.90,2.88,,240,280,0,4,3146,3045,3159,
"SP",1992,"1992-03-01",11.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-01",12.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-01",12.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-01",13.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-01",14.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-01",15.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-01",16.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-01",17.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-01",18.00,6.94,864,16.48,17.65,4.67,4.41,,1571,1660,49,89,6585,6436,6266,
"SP",1992,"1992-03-27",0.00,7.61,,8.94,9.06,3.17,3.28,,254,271,0,2,3221,3153,3109,
"SP",1992,"1992-03-27",1.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-27",2.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-27",3.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-27",4.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-27",5.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-27",6.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-27",7.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-27",8.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-27",9.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-27",10.00,7.10,,9.25,9.40,2.74,2.96,,250,238,0,13,3180,3109,3109,
"SP",1992,"1992-03-27",11.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-27",12.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-27",13.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-27",14.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-27",15.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-27",16.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-27",17.00,,,,,,,,,,,,,,,
"SP",1992,"1992-03-27",18.00,6.87,,18.63,20.62,5.18,5.05,,1732,2141,119,128,7674,7461,7966,
"SP",1992,"1992-03-27",18.00,6.87,,18.05,19.08,4.67,4.40,,1720,2065,88,136,7540,7461,7812,
"SP",1992,"1992-05-06",0.00,7.51,646,8.10,8.39,2.87,2.99,,190,244,4,9,2958,3043,3109,
"SP",1992,"1992-05-06",0.00,7.50,615,8.16,8.37,2.91,3.02,,184,227,3,9,2936,2933,3021,
"SP",1992,"1992-05-06",1.00,,,,,,,,,,,,,,,
"SP",1992,"1992-05-06",2.00,,,,,,,,,,,,,,,
"SP",1992,"1992-05-06",3.00,,,,,,,,,,,,,,,
"SP",1992,"1992-05-06",4.00,,,,,,,,,,,,,,,
"SP",1992,"1992-05-06",5.00,,,,,,,,,,,,,,,
"SP",1992,"1992-05-06",6.00,,,,,,,,,,,,,,,
"SP",1992,"1992-05-06",7.00,,,,,,,,,,,,,,,
"SP",1992,"1992-05-06",8.00,,,,,,,,,,,,,,,
"SP",1992,"1992-05-06",9.00,,,,,,,,,,,,,,,
"SP",1992,"1992-05-06",10.00,7.34,614,8.48,8.61,2.84,2.88,,181,247,0,9,3001,3021,3109,
"SP",1992,"1992-05-06",11.00,,,,,,,,,,,,,,,
"SP",1992,"1992-05-06",12.00,,,,,,,,,,,,,,,
"SP",1992,"1992-05-06",13.00,,,,,,,,,,,,,,,
