lakeid,year4,sampledate,depth,deck,light,frlight
SP,2001,2001-08-20,2.00,1883,796.00,0.423000
SP,2001,2001-08-20,4.00,413,106.50,0.258000
SP,2001,2001-08-20,6.00,1609,283.80,0.176000
SP,2001,2001-08-20,8.00,1850,206.30,0.112000
SP,2001,2001-08-20,10.00,1810,115.20,0.064000
SP,2001,2001-08-20,12.00,1746,64.32,0.037000
SP,2001,2001-08-20,14.00,1789,32.04,0.018000
SP,2001,2001-08-20,16.00,307,3.02,0.010000
SP,2001,2001-08-20,18.00,278,1.48,0.005000
SP,2001,2001-09-04,1.00,1678,736.00,0.439000
SP,2001,2001-09-04,3.00,1678,431.20,0.257000
SP,2001,2001-09-04,5.00,1682,279.40,0.166000
SP,2001,2001-09-04,7.00,1650,193.00,0.117000
SP,2001,2001-09-04,9.00,1681,125.20,0.074000
SP,2001,2001-09-04,11.00,1696,63.35,0.037000
SP,2001,2001-09-04,13.00,289,5.61,0.019000
SP,2001,2001-09-04,15.00,304,3.16,0.010000
SP,2001,2001-09-04,17.00,329,1.37,0.004000
SP,2001,2001-09-04,18.00,,,
SP,2001,2001-09-18,1.00,446,175.00,0.392000
SP,2001,2001-09-18,3.00,437,87.90,0.201000
SP,2001,2001-09-18,5.00,434,61.29,0.141000
SP,2001,2001-09-18,7.00,429,41.25,0.096000
SP,2001,2001-09-18,9.00,427,27.57,0.065000
SP,2001,2001-09-18,10.00,,,
SP,2001,2001-09-18,12.00,419,11.96,0.029000
SP,2001,2001-09-18,14.00,422,6.62,0.016000
SP,2001,2001-09-18,16.00,420,3.38,0.008000
SP,2001,2001-09-18,18.00,422,0.73,0.002000
SP,2001,2001-10-02,1.00,317,134.00,0.423000
SP,2001,2001-10-02,3.00,315,73.80,0.234000
SP,2001,2001-10-02,5.00,300,42.93,0.143000
SP,2001,2001-10-02,7.00,298,26.82,0.090000
SP,2001,2001-10-02,8.00,,,
SP,2001,2001-10-02,10.00,293,12.94,0.044000
SP,2001,2001-10-02,12.00,383,9.30,0.024000
SP,2001,2001-10-02,14.00,299,3.87,0.013000
SP,2001,2001-10-02,16.00,290,1.67,0.006000
SP,2001,2001-10-02,18.00,304,0.37,0.001000
SP,2001,2001-10-15,1.00,251,107.50,0.428000
SP,2001,2001-10-15,3.00,244,51.69,0.212000
SP,2001,2001-10-15,5.00,245,30.36,0.124000
SP,2001,2001-10-15,7.00,252,18.84,0.075000
SP,2001,2001-10-15,9.00,258,12.19,0.047000
SP,2001,2001-10-15,11.00,273,8.69,0.032000
SP,2001,2001-10-15,13.00,281,6.21,0.022000
SP,2001,2001-10-15,15.00,290,3.82,0.013000
SP,2001,2001-10-15,17.00,296,1.15,0.004000
SP,2001,2001-10-15,18.00,,,
SP,2001,2001-10-29,1.00,467,152.60,0.327000
SP,2001,2001-10-29,3.00,445,52.23,0.117000
SP,2001,2001-10-29,5.00,433,23.98,0.055000
SP,2001,2001-10-29,7.00,420,11.92,0.028000
SP,2001,2001-10-29,9.00,415,6.64,0.016000
SP,2001,2001-10-29,11.00,415,4.10,0.010000
SP,2001,2001-10-29,12.00,,,
SP,2001,2001-10-29,14.00,413,2.13,0.005000
SP,2001,2001-10-29,16.00,412,1.76,0.004000
SP,2001,2001-10-29,18.00,409,1.46,0.004000
SP,2001,2001-11-15,1.00,213,58.49,0.275000
SP,2001,2001-11-15,3.00,211,25.55,0.121000
SP,2001,2001-11-15,5.00,214,13.44,0.063000
SP,2001,2001-11-15,7.00,222,6.96,0.031000
SP,2001,2001-11-15,9.00,230,3.76,0.016000
SP,2001,2001-11-15,10.00,,,
SP,2001,2001-11-15,12.00,235,1.55,0.007000
SP,2001,2001-11-15,14.00,242,0.86,0.004000
SP,2001,2001-11-15,16.00,264,0.65,0.002000
SP,2001,2001-11-15,18.00,263,0.56,0.002000
SP,2002,2002-01-16,1.00,448,17.28,0.039000
SP,2002,2002-01-16,3.00,455,6.90,0.015000
SP,2002,2002-01-16,5.00,458,2.71,0.006000
SP,2002,2002-01-16,7.00,453,0.99,0.002000
SP,2002,2002-01-16,9.00,455,0.41,0.001000
SP,2002,2002-01-16,11.00,,,
SP,2002,2002-01-16,13.00,,,
SP,2002,2002-01-16,15.00,,,
SP,2002,2002-01-16,17.00,,,
SP,2002,2002-02-28,0.00,622,35.50,0.057000
SP,2002,2002-02-28,2.00,564,16.59,0.029000
SP,2002,2002-02-28,4.00,523,8.65,0.017000
SP,2002,2002-02-28,6.00,502,4.83,0.010000
SP,2002,2002-02-28,8.00,489,3.19,0.007000
SP,2002,2002-02-28,10.00,482,2.42,0.005000
SP,2002,2002-02-28,12.00,,,
SP,2002,2002-02-28,14.00,,,
SP,2002,2002-02-28,16.00,,,
SP,2002,2002-02-28,16.50,,,
SP,2002,2002-02-28,17.00,,,
SP,2002,2002-04-01,1.00,1651,9.09,0.006000
SP,2002,2002-04-01,3.00,1618,5.58,0.003000
SP,2002,2002-04-01,5.00,1665,3.78,0.002000
SP,2002,2002-04-01,7.00,1640,3.13,0.002000
SP,2002,2002-04-01,9.00,1644,2.35,0.001000
SP,2002,2002-04-01,10.00,,,
SP,2002,2002-04-01,12.00,1544,1.94,0.001000
SP,2002,2002-04-01,14.00,1556,2.67,0.002000
SP,2002,2002-04-01,16.00,,,
SP,2002,2002-04-01,18.00,,,
SP,2002,2002-04-23,0.00,,,
SP,2002,2002-04-23,2.00,660,119.60,0.181000
SP,2002,2002-04-23,4.00,654,54.05,0.083000
SP,2002,2002-04-23,6.00,648,25.24,0.039000
SP,2002,2002-04-23,8.00,644,12.21,0.019000
SP,2002,2002-04-23,10.00,646,6.28,0.010000
SP,2002,2002-04-23,12.00,657,3.42,0.005000
SP,2002,2002-04-23,14.00,670,2.31,0.003000
SP,2002,2002-04-23,16.00,,,
SP,2002,2002-04-23,18.00,,,
SP,2002,2002-05-07,1.00,833,253.00,0.304000
SP,2002,2002-05-07,3.00,993,134.70,0.136000
SP,2002,2002-05-07,5.00,715,40.49,0.057000
SP,2002,2002-05-07,7.00,681,17.88,0.026000
SP,2002,2002-05-07,9.00,690,6.54,0.009000
SP,2002,2002-05-07,11.00,692,3.64,0.005000
SP,2002,2002-05-07,12.00,,,
SP,2002,2002-05-07,14.00,687,1.63,0.002000
SP,2002,2002-05-07,16.00,697,1.23,0.002000
SP,2002,2002-05-07,18.00,,,
SP,2002,2002-05-22,1.00,1737,802.00,0.462000
SP,2002,2002-05-22,3.00,1716,98.30,0.057000
SP,2002,2002-05-22,5.00,1741,155.70,0.089000
SP,2002,2002-05-22,7.00,1741,84.60,0.049000
SP,2002,2002-05-22,9.00,1740,48.32,0.028000
SP,2002,2002-05-22,10.00,,,
SP,2002,2002-05-22,12.00,1742,17.35,0.010000
SP,2002,2002-05-22,14.00,1751,9.18,0.005000
SP,2002,2002-05-22,16.00,1731,4.70,0.003000
SP,2002,2002-05-22,18.00,1729,2.47,0.001000
SP,2002,2002-06-05,1.00,1900,920.00,0.484000
SP,2002,2002-06-05,3.00,1890,344.10,0.182000
SP,2002,2002-06-05,5.00,1886,204.30,0.108000
SP,2002,2002-06-05,7.00,1882,109.30,0.058000
SP,2002,2002-06-05,8.00,,,
SP,2002,2002-06-05,10.00,1844,35.72,0.019000
SP,2002,2002-06-05,12.00,1874,16.73,0.009000
SP,2002,2002-06-05,14.00,1905,8.03,0.004000
SP,2002,2002-06-05,16.00,1905,4.03,0.002000
SP,2002,2002-06-05,18.00,,,
SP,2002,2002-06-19,1.00,672,271.00,0.403000
SP,2002,2002-06-19,3.00,656,112.00,0.171000
SP,2002,2002-06-19,5.00,628,75.60,0.120000
SP,2002,2002-06-19,7.00,613,41.50,0.068000
SP,2002,2002-06-19,9.00,595,20.47,0.034000
SP,2002,2002-06-19,11.00,569,9.82,0.017000
SP,2002,2002-06-19,13.00,541,6.04,0.011000
SP,2002,2002-06-19,15.00,500,2.15,0.004000
SP,2002,2002-06-19,16.00,492,1.09,0.002000
SP,2002,2002-06-19,18.00,471,0.76,0.002000
SP,2002,2002-07-03,1.00,427,163.00,0.382000
SP,2002,2002-07-03,3.00,423,86.00,0.203000
SP,2002,2002-07-03,5.00,423,47.92,0.113000
SP,2002,2002-07-03,7.00,428,28.00,0.065000
SP,2002,2002-07-03,9.00,430,16.04,0.037000
SP,2002,2002-07-03,11.00,432,8.50,0.020000
SP,2002,2002-07-03,13.00,431,4.27,0.010000
SP,2002,2002-07-03,15.00,427,1.16,0.003000
SP,2002,2002-07-03,16.00,413,0.72,0.002000
SP,2002,2002-07-03,18.00,,,
SP,2002,2002-07-17,1.00,925,376.90,0.407000
SP,2002,2002-07-17,3.00,902,188.10,0.209000
SP,2002,2002-07-17,5.00,868,94.60,0.109000
SP,2002,2002-07-17,7.00,900,58.51,0.065000
SP,2002,2002-07-17,9.00,935,31.19,0.033000
SP,2002,2002-07-17,11.00,926,16.37,0.018000
SP,2002,2002-07-17,12.00,,,
SP,2002,2002-07-17,14.00,904,6.01,0.007000
SP,2002,2002-07-17,16.00,878,3.16,0.004000
SP,2002,2002-07-17,18.00,920,1.69,0.002000
SP,2002,2002-07-30,1.00,1164,616.90,0.530000
SP,2002,2002-07-30,3.00,1193,309.90,0.260000
SP,2002,2002-07-30,5.00,1175,166.40,0.142000
SP,2002,2002-07-30,7.00,1151,82.90,0.072000
SP,2002,2002-07-30,9.00,1163,39.24,0.034000
SP,2002,2002-07-30,10.00,,,
SP,2002,2002-07-30,12.00,1182,12.79,0.011000
SP,2002,2002-07-30,14.00,1230,5.55,0.005000
SP,2002,2002-07-30,16.00,1210,2.32,0.002000
SP,2002,2002-07-30,18.00,1232,0.84,0.001000
SP,2002,2002-08-14,0.00,,,
SP,2002,2002-08-14,2.00,1880,663.00,0.353000
SP,2002,2002-08-14,4.00,1868,376.90,0.202000
SP,2002,2002-08-14,6.00,1911,123.40,0.065000
SP,2002,2002-08-14,8.00,1860,111.50,0.060000
SP,2002,2002-08-14,10.00,1833,53.76,0.029000
SP,2002,2002-08-14,12.00,1829,23.65,0.013000
SP,2002,2002-08-14,14.00,1855,12.00,0.006000
SP,2002,2002-08-14,16.00,1841,5.34,0.003000
SP,2002,2002-08-14,18.00,,,
SP,2002,2002-08-29,1.00,752,320.40,0.426000
SP,2002,2002-08-29,3.00,579,137.30,0.237000
SP,2002,2002-08-29,5.00,766,102.10,0.133000
SP,2002,2002-08-29,7.00,770,54.37,0.071000
SP,2002,2002-08-29,8.00,,,
SP,2002,2002-08-29,10.00,758,16.57,0.022000
SP,2002,2002-08-29,12.00,674,6.92,0.010000
SP,2002,2002-08-29,14.00,692,3.54,0.005000
SP,2002,2002-08-29,16.00,698,1.60,0.002000
SP,2002,2002-08-29,18.00,,,
SP,2002,2002-09-12,0.00,,,
SP,2002,2002-09-12,2.00,440,115.00,0.261000
SP,2002,2002-09-12,4.00,440,58.81,0.134000
SP,2002,2002-09-12,6.00,459,31.84,0.069000
SP,2002,2002-09-12,8.00,468,18.06,0.039000
SP,2002,2002-09-12,10.00,475,7.92,0.017000
SP,2002,2002-09-12,12.00,467,3.60,0.008000
SP,2002,2002-09-12,14.00,481,1.75,0.004000
SP,2002,2002-09-12,16.00,,,
SP,2002,2002-09-12,18.00,,,
SP,2002,2002-09-26,1.00,,,
SP,2002,2002-09-26,3.00,,,
SP,2002,2002-09-26,5.00,,,
SP,2002,2002-09-26,7.00,,,
SP,2002,2002-09-26,9.00,,,
SP,2002,2002-09-26,10.00,,,
SP,2002,2002-09-26,12.00,,,
SP,2002,2002-09-26,14.00,,,
SP,2002,2002-09-26,16.00,,,
SP,2002,2002-09-26,18.00,,,
SP,2002,2002-10-09,1.00,350,90.80,0.259000
SP,2002,2002-10-09,3.00,347,55.29,0.159000
SP,2002,2002-10-09,5.00,345,32.87,0.095000
SP,2002,2002-10-09,7.00,345,19.49,0.056000
SP,2002,2002-10-09,9.00,345,11.56,0.034000
SP,2002,2002-10-09,11.00,346,7.05,0.020000
SP,2002,2002-10-09,12.00,,,
SP,2002,2002-10-09,14.00,345,3.19,0.009000
SP,2002,2002-10-09,16.00,343,2.00,0.006000
SP,2002,2002-10-09,18.00,,,
SP,2002,2002-10-24,1.00,346,149.70,0.433000
SP,2002,2002-10-24,3.00,334,45.78,0.137000
SP,2002,2002-10-24,5.00,351,15.94,0.045000
SP,2002,2002-10-24,7.00,367,5.91,0.016000
SP,2002,2002-10-24,9.00,360,2.61,0.007000
SP,2002,2002-10-24,11.00,,,
SP,2002,2002-10-24,13.00,,,
SP,2002,2002-10-24,15.00,,,
SP,2002,2002-10-24,17.00,,,
SP,2002,2002-10-24,18.00,,,
SP,2002,2002-11-07,0.00,,,
SP,2002,2002-11-07,2.00,412,55.45,0.135000
SP,2002,2002-11-07,4.00,432,22.61,0.052000
SP,2002,2002-11-07,6.00,452,9.53,0.021000
SP,2002,2002-11-07,8.00,391,3.90,0.010000
SP,2002,2002-11-07,10.00,382,2.08,0.005000
SP,2002,2002-11-07,12.00,,,
SP,2002,2002-11-07,14.00,,,
SP,2002,2002-11-07,16.00,,,
SP,2002,2002-11-07,18.00,,,
SP,2003,2003-01-15,1.00,,,
SP,2003,2003-01-15,3.00,,,
SP,2003,2003-01-15,5.00,,,
SP,2003,2003-01-15,7.00,,,
SP,2003,2003-01-15,9.00,,,
SP,2003,2003-01-15,10.00,,,
SP,2003,2003-01-15,12.00,,,
SP,2003,2003-01-15,14.00,,,
SP,2003,2003-01-15,16.00,,,
SP,2003,2003-01-15,18.00,,,
SP,2003,2003-03-06,1.00,1255,13.51,0.011000
SP,2003,2003-03-06,3.00,1245,6.60,0.005000
SP,2003,2003-03-06,5.00,1252,4.69,0.004000
SP,2003,2003-03-06,7.00,1256,2.94,0.002000
SP,2003,2003-03-06,9.00,1256,2.05,0.002000
SP,2003,2003-03-06,11.00,1253,1.39,0.001000
SP,2003,2003-03-06,13.00,1253,1.22,0.001000
SP,2003,2003-03-06,15.00,,,
SP,2003,2003-03-06,17.00,,,
SP,2003,2003-03-06,18.00,,,
SP,2003,2003-04-02,0.00,,,
SP,2003,2003-04-02,2.00,275,7.89,0.029000
SP,2003,2003-04-02,4.00,264,3.73,0.014000
SP,2003,2003-04-02,6.00,254,2.11,0.008000
SP,2003,2003-04-02,8.00,249,1.44,0.006000
SP,2003,2003-04-02,10.00,246,1.18,0.005000
SP,2003,2003-04-02,12.00,247,0.80,0.003000
SP,2003,2003-04-02,14.00,250,0.67,0.003000
SP,2003,2003-04-02,16.00,,,
SP,2003,2003-04-02,18.00,,,
SP,2003,2003-04-29,1.00,677,293.80,0.434000
SP,2003,2003-04-29,3.00,675,134.20,0.199000
SP,2003,2003-04-29,5.00,677,67.81,0.100000
SP,2003,2003-04-29,7.00,684,33.92,0.050000
SP,2003,2003-04-29,9.00,676,17.92,0.027000
SP,2003,2003-04-29,11.00,642,8.18,0.013000
SP,2003,2003-04-29,13.00,604,3.67,0.006000
SP,2003,2003-04-29,15.00,593,1.65,0.003000
SP,2003,2003-04-29,17.00,,,
SP,2003,2003-04-29,18.00,,,
SP,2003,2003-05-14,1.00,1316,639.40,0.486000
SP,2003,2003-05-14,3.00,1327,278.00,0.209000
SP,2003,2003-05-14,5.00,1296,115.80,0.089000
SP,2003,2003-05-14,7.00,1284,54.84,0.043000
SP,2003,2003-05-14,9.00,1263,26.21,0.021000
SP,2003,2003-05-14,11.00,1287,11.71,0.009000
SP,2003,2003-05-14,13.00,1292,4.56,0.004000
SP,2003,2003-05-14,15.00,,,
SP,2003,2003-05-14,17.00,,,
SP,2003,2003-05-14,18.00,,,
SP,2003,2003-05-30,0.00,,,
SP,2003,2003-05-30,2.00,,,
SP,2003,2003-05-30,4.00,,,
SP,2003,2003-05-30,6.00,,,
SP,2003,2003-05-30,8.00,,,
SP,2003,2003-05-30,10.00,,,
SP,2003,2003-05-30,12.00,,,
SP,2003,2003-05-30,14.00,,,
SP,2003,2003-05-30,16.00,,,
SP,2003,2003-05-30,18.00,,,
SP,2003,2003-06-09,1.00,1145,356.40,0.311000
SP,2003,2003-06-09,3.00,1146,203.00,0.177000
SP,2003,2003-06-09,5.00,1145,115.40,0.101000
SP,2003,2003-06-09,7.00,1135,54.01,0.048000
SP,2003,2003-06-09,8.00,,,
SP,2003,2003-06-09,10.00,1135,16.55,0.015000
SP,2003,2003-06-09,12.00,1201,7.58,0.006000
SP,2003,2003-06-09,14.00,1233,3.27,0.003000
SP,2003,2003-06-09,16.00,1168,1.23,0.001000
SP,2003,2003-06-09,18.00,1142,0.17,0.000000
SP,2003,2003-06-23,1.00,288,94.10,0.327000
SP,2003,2003-06-23,3.00,292,57.21,0.196000
SP,2003,2003-06-23,5.00,295,33.12,0.112000
SP,2003,2003-06-23,7.00,299,20.47,0.068000
SP,2003,2003-06-23,9.00,300,10.63,0.035000
SP,2003,2003-06-23,10.00,,,
SP,2003,2003-06-23,12.00,305,3.60,0.012000
SP,2003,2003-06-23,13.00,306,2.00,0.007000
SP,2003,2003-06-23,15.00,310,0.99,0.003000
SP,2003,2003-06-23,17.00,317,0.78,0.002000
SP,2003,2003-07-07,0.00,2400,1648.00,0.687000
SP,2003,2003-07-07,2.00,2046,673.00,0.329000
SP,2003,2003-07-07,4.00,2346,532.10,0.227000
SP,2003,2003-07-07,6.00,2334,282.10,0.121000
SP,2003,2003-07-07,8.00,2345,169.60,0.072000
SP,2003,2003-07-07,9.00,2330,119.50,0.051000
SP,2003,2003-07-07,11.00,2299,54.11,0.024000
SP,2003,2003-07-07,13.00,2248,22.09,0.010000
SP,2003,2003-07-07,15.00,1534,4.71,0.003000
SP,2003,2003-07-07,17.00,,,
SP,2003,2003-07-21,0.00,625,361.40,0.578000
SP,2003,2003-07-21,2.00,590,146.20,0.248000
SP,2003,2003-07-21,4.00,496,86.00,0.173000
SP,2003,2003-07-21,5.00,,,
SP,2003,2003-07-21,7.00,454,36.71,0.081000
SP,2003,2003-07-21,9.00,408,18.18,0.045000
SP,2003,2003-07-21,11.00,396,8.20,0.021000
SP,2003,2003-07-21,13.00,402,3.41,0.008000
SP,2003,2003-07-21,15.00,448,1.63,0.004000
SP,2003,2003-07-21,17.00,452,1.03,0.002000
SP,2003,2003-08-04,0.00,1652,1246.00,0.754000
SP,2003,2003-08-04,2.00,1685,631.20,0.375000
SP,2003,2003-08-04,4.00,1724,419.00,0.243000
SP,2003,2003-08-04,6.00,1734,271.00,0.156000
SP,2003,2003-08-04,8.00,1717,161.50,0.094000
SP,2003,2003-08-04,10.00,1701,86.60,0.051000
SP,2003,2003-08-04,12.00,1712,42.15,0.025000
SP,2003,2003-08-04,13.00,1716,29.64,0.017000
SP,2003,2003-08-04,15.00,1734,18.09,0.010000
SP,2003,2003-08-04,17.00,1693,12.06,0.007000
SP,2003,2003-08-20,0.00,745,399.60,0.536000
SP,2003,2003-08-20,2.00,813,183.40,0.226000
SP,2003,2003-08-20,4.00,794,152.40,0.192000
SP,2003,2003-08-20,6.00,777,103.20,0.133000
SP,2003,2003-08-20,8.00,725,63.27,0.087000
SP,2003,2003-08-20,10.00,676,34.02,0.050000
SP,2003,2003-08-20,12.00,646,14.49,0.022000
SP,2003,2003-08-20,14.00,660,6.08,0.009000
SP,2003,2003-08-20,16.00,616,1.63,0.003000
SP,2003,2003-08-20,18.00,576,0.72,0.001000
SP,2003,2003-09-03,0.00,574,361.90,0.630000
SP,2003,2003-09-03,2.00,471,140.50,0.298000
SP,2003,2003-09-03,3.00,,,
SP,2003,2003-09-03,5.00,422,60.45,0.143000
SP,2003,2003-09-03,7.00,421,39.60,0.094000
SP,2003,2003-09-03,9.00,460,26.39,0.057000
SP,2003,2003-09-03,11.00,532,16.20,0.030000
SP,2003,2003-09-03,13.00,570,7.67,0.013000
SP,2003,2003-09-03,15.00,677,3.02,0.004000
SP,2003,2003-09-03,17.00,766,0.69,0.001000
SP,2003,2003-09-16,0.00,1125,751.00,0.668000
SP,2003,2003-09-16,2.00,1224,372.40,0.304000
SP,2003,2003-09-16,4.00,1037,218.70,0.211000
SP,2003,2003-09-16,6.00,1115,127.50,0.114000
SP,2003,2003-09-16,8.00,1254,80.30,0.064000
SP,2003,2003-09-16,10.00,1189,43.53,0.037000
SP,2003,2003-09-16,12.00,1165,19.76,0.017000
SP,2003,2003-09-16,14.00,1150,6.93,0.006000
SP,2003,2003-09-16,16.00,1303,1.95,0.001000
SP,2003,2003-09-16,18.00,1330,1.46,0.001000
SP,2003,2003-10-01,0.00,312,129.50,0.415000
SP,2003,2003-10-01,2.00,301,77.20,0.256000
SP,2003,2003-10-01,4.00,288,45.74,0.159000
SP,2003,2003-10-01,6.00,214,17.94,0.084000
SP,2003,2003-10-01,8.00,222,11.99,0.054000
SP,2003,2003-10-01,10.00,230,7.83,0.034000
SP,2003,2003-10-01,11.00,233,6.00,0.026000
SP,2003,2003-10-01,13.00,255,2.92,0.011000
SP,2003,2003-10-01,15.00,353,0.67,0.002000
SP,2003,2003-10-01,17.00,299,0.53,0.002000
SP,2003,2003-10-14,0.00,,,
SP,2003,2003-10-14,2.00,,,
SP,2003,2003-10-14,4.00,,,
SP,2003,2003-10-14,6.00,,,
SP,2003,2003-10-14,8.00,,,
SP,2003,2003-10-14,10.00,,,
SP,2003,2003-10-14,12.00,,,
SP,2003,2003-10-14,14.00,,,
SP,2003,2003-10-14,16.00,,,
SP,2003,2003-10-14,18.00,,,
SP,2003,2003-10-28,0.00,123,53.83,0.438000
SP,2003,2003-10-28,2.00,124,27.80,0.224000
SP,2003,2003-10-28,4.00,124,13.92,0.112000
SP,2003,2003-10-28,6.00,120,7.30,0.061000
SP,2003,2003-10-28,8.00,115,3.83,0.033000
SP,2003,2003-10-28,10.00,113,2.04,0.018000
SP,2003,2003-10-28,11.00,111,1.54,0.014000
SP,2003,2003-10-28,13.00,109,1.06,0.010000
SP,2003,2003-10-28,15.00,106,0.36,0.003000
SP,2003,2003-10-28,17.00,,,
SP,2003,2003-11-13,0.00,544,272.60,0.501000
SP,2003,2003-11-13,2.00,487,63.03,0.129000
SP,2003,2003-11-13,4.00,658,28.63,0.044000
SP,2003,2003-11-13,6.00,660,9.61,0.015000
SP,2003,2003-11-13,8.00,876,4.24,0.005000
SP,2003,2003-11-13,10.00,508,0.95,0.002000
SP,2003,2003-11-13,11.00,701,0.85,0.001000
SP,2003,2003-11-13,13.00,,,
SP,2003,2003-11-13,15.00,,,
SP,2003,2003-11-13,17.00,,,
SP,2004,2004-01-12,0.00,134,4.49,0.034000
SP,2004,2004-01-12,1.00,133,3.30,0.025000
SP,2004,2004-01-12,3.00,133,1.25,0.009000
SP,2004,2004-01-12,5.00,,,
SP,2004,2004-01-12,7.00,,,
SP,2004,2004-01-12,9.00,,,
SP,2004,2004-01-12,11.00,,,
SP,2004,2004-01-12,13.00,,,
SP,2004,2004-01-12,15.00,,,
SP,2004,2004-01-12,17.00,,,
SP,2004,2004-02-18,0.00,906,0.00,0.000000
SP,2004,2004-02-18,2.00,,,
SP,2004,2004-02-18,4.00,,,
SP,2004,2004-02-18,6.00,,,
SP,2004,2004-02-18,8.00,,,
SP,2004,2004-02-18,10.00,,,
SP,2004,2004-02-18,11.00,,,
SP,2004,2004-02-18,13.00,,,
SP,2004,2004-02-18,15.00,,,
SP,2004,2004-02-18,17.00,,,
SP,2004,2004-04-07,0.00,937,417.40,0.445000
SP,2004,2004-04-07,2.00,932,244.00,0.262000
SP,2004,2004-04-07,4.00,916,141.00,0.154000
SP,2004,2004-04-07,6.00,890,85.10,0.096000
SP,2004,2004-04-07,8.00,888,55.13,0.062000
SP,2004,2004-04-07,10.00,899,35.88,0.040000
SP,2004,2004-04-07,11.00,895,28.97,0.032000
SP,2004,2004-04-07,13.00,875,17.09,0.020000
SP,2004,2004-04-07,15.00,872,9.32,0.011000
SP,2004,2004-04-07,17.00,873,4.14,0.005000
SP,2004,2004-04-30,0.00,,,
SP,2004,2004-04-30,2.00,,,
SP,2004,2004-04-30,4.00,,,
SP,2004,2004-04-30,6.00,,,
SP,2004,2004-04-30,8.00,,,
SP,2004,2004-04-30,10.00,,,
SP,2004,2004-04-30,11.00,,,
SP,2004,2004-04-30,13.00,,,
SP,2004,2004-04-30,15.00,,,
SP,2004,2004-04-30,17.00,,,
SP,2004,2004-05-10,0.00,,,
SP,2004,2004-05-10,2.00,,,
SP,2004,2004-05-10,3.00,,,
SP,2004,2004-05-10,5.00,,,
SP,2004,2004-05-10,7.00,,,
SP,2004,2004-05-10,9.00,,,
SP,2004,2004-05-10,11.00,,,
SP,2004,2004-05-10,13.00,,,
SP,2004,2004-05-10,15.00,,,
SP,2004,2004-05-10,17.00,,,
SP,2004,2004-05-24,0.00,523,310.10,0.593000
SP,2004,2004-05-24,2.00,525,116.50,0.222000
SP,2004,2004-05-24,4.00,458,46.68,0.102000
SP,2004,2004-05-24,6.00,480,23.69,0.049000
SP,2004,2004-05-24,8.00,503,11.83,0.024000
SP,2004,2004-05-24,9.00,506,7.96,0.016000
SP,2004,2004-05-24,11.00,508,3.60,0.007000
SP,2004,2004-05-24,13.00,500,1.86,0.004000
SP,2004,2004-05-24,15.00,473,1.31,0.003000
SP,2004,2004-05-24,17.00,436,0.69,0.002000
SP,2004,2004-06-07,0.00,2075,1049.00,0.506000
SP,2004,2004-06-07,2.00,1826,561.00,0.307000
SP,2004,2004-06-07,4.00,2017,309.20,0.153000
SP,2004,2004-06-07,6.00,2026,153.30,0.076000
SP,2004,2004-06-07,8.00,2039,74.40,0.036000
SP,2004,2004-06-07,10.00,1572,21.27,0.014000
SP,2004,2004-06-07,12.00,1597,9.59,0.006000
SP,2004,2004-06-07,14.00,2091,5.74,0.003000
SP,2004,2004-06-07,15.00,,,
SP,2004,2004-06-07,17.00,1953,1.74,0.001000
SP,2004,2004-06-22,0.00,573,269.60,0.471000
SP,2004,2004-06-22,2.00,562,122.30,0.218000
SP,2004,2004-06-22,4.00,585,64.21,0.110000
SP,2004,2004-06-22,6.00,709,49.65,0.070000
SP,2004,2004-06-22,8.00,776,33.30,0.043000
SP,2004,2004-06-22,10.00,640,12.31,0.019000
SP,2004,2004-06-22,12.00,603,5.38,0.009000
SP,2004,2004-06-22,14.00,625,2.54,0.004000
SP,2004,2004-06-22,15.00,,,
SP,2004,2004-06-22,17.00,,,
SP,2004,2004-07-06,0.00,260,134.90,0.519000
SP,2004,2004-07-06,2.00,257,51.91,0.202000
SP,2004,2004-07-06,4.00,246,24.63,0.100000
SP,2004,2004-07-06,6.00,237,6.56,0.028000
SP,2004,2004-07-06,8.00,,,
SP,2004,2004-07-06,10.00,,,
SP,2004,2004-07-06,12.00,,,
SP,2004,2004-07-06,14.00,,,
SP,2004,2004-07-06,15.00,,,
SP,2004,2004-07-06,17.00,,,
SP,2004,2004-07-21,0.00,224,145.60,0.650000
SP,2004,2004-07-21,2.00,221,69.07,0.313000
SP,2004,2004-07-21,4.00,223,41.48,0.186000
SP,2004,2004-07-21,6.00,223,25.49,0.114000
SP,2004,2004-07-21,8.00,222,12.82,0.058000
SP,2004,2004-07-21,10.00,229,6.59,0.029000
SP,2004,2004-07-21,12.00,233,3.55,0.015000
SP,2004,2004-07-21,14.00,235,1.72,0.007000
SP,2004,2004-07-21,16.00,241,0.73,0.003000
SP,2004,2004-07-21,18.00,,,
SP,2004,2004-08-02,0.00,523,365.70,0.699000
SP,2004,2004-08-02,2.00,520,199.10,0.383000
SP,2004,2004-08-02,4.00,520,115.30,0.222000
SP,2004,2004-08-02,6.00,522,72.40,0.139000
SP,2004,2004-08-02,8.00,528,40.06,0.076000
SP,2004,2004-08-02,10.00,531,20.35,0.038000
SP,2004,2004-08-02,12.00,533,9.87,0.019000
SP,2004,2004-08-02,14.00,535,5.08,0.009000
SP,2004,2004-08-02,15.00,,,
SP,2004,2004-08-02,17.00,539,1.49,0.003000
