lakeid,year4,sampledate,depth,deck,light,frlight
SP,1984,1984-08-16,1.00,1350,639.00,0.473000
SP,1984,1984-08-16,3.00,1410,407.00,0.289000
SP,1984,1984-08-16,5.00,1270,235.00,0.185000
SP,1984,1984-08-16,7.00,1270,97.10,0.076000
SP,1984,1984-08-16,8.00,,,
SP,1984,1984-08-16,10.00,1240,29.30,0.024000
SP,1984,1984-08-16,12.00,1240,14.00,0.011000
SP,1984,1984-08-16,14.00,1220,7.46,0.006000
SP,1984,1984-08-16,15.00,,,
SP,1984,1984-08-16,17.00,1250,1.23,0.001000
SP,1984,1984-09-05,0.00,930,750.00,0.806000
SP,1984,1984-09-05,2.00,920,380.00,0.413000
SP,1984,1984-09-05,4.00,920,180.00,0.196000
SP,1984,1984-09-05,6.00,910,101.00,0.111000
SP,1984,1984-09-05,8.00,935,58.80,0.063000
SP,1984,1984-09-05,10.00,920,31.00,0.034000
SP,1984,1984-09-05,11.00,920,22.40,0.024000
SP,1984,1984-09-05,13.00,915,11.00,0.012000
SP,1984,1984-09-05,14.00,,,
SP,1984,1984-09-05,15.00,,,
SP,1984,1984-09-05,17.00,931,0.95,0.001000
SP,1984,1984-09-25,0.00,,,
SP,1984,1984-09-25,2.00,,,
SP,1984,1984-09-25,4.00,,,
SP,1984,1984-09-25,6.00,,,
SP,1984,1984-09-25,8.00,,,
SP,1984,1984-09-25,10.00,,,
SP,1984,1984-09-25,12.00,,,
SP,1984,1984-09-25,14.00,,,
SP,1984,1984-09-25,15.00,,,
SP,1984,1984-09-25,17.00,,,
SP,1984,1984-09-25,18.00,,,
SP,1984,1984-10-17,0.00,,,
SP,1984,1984-10-17,2.00,830,250.00,0.301000
SP,1984,1984-10-17,4.00,810,110.00,0.136000
SP,1984,1984-10-17,6.00,880,55.00,0.063000
SP,1984,1984-10-17,8.00,900,40.00,0.044000
SP,1984,1984-10-17,10.00,820,19.50,0.024000
SP,1984,1984-10-17,12.00,920,11.30,0.012000
SP,1984,1984-10-17,13.00,905,8.19,0.009000
SP,1984,1984-10-17,15.00,885,3.42,0.004000
SP,1984,1984-10-17,17.00,930,1.45,0.002000
SP,1984,1984-11-07,0.00,348,185.00,0.532000
SP,1984,1984-11-07,1.00,350,100.00,0.286000
SP,1984,1984-11-07,3.00,350,36.00,0.103000
SP,1984,1984-11-07,5.00,359,13.20,0.037000
SP,1984,1984-11-07,7.00,361,5.10,0.014000
SP,1984,1984-11-07,9.00,390,2.16,0.006000
SP,1984,1984-11-07,10.00,,,
SP,1984,1984-11-07,12.00,399,0.68,0.002000
SP,1984,1984-11-07,14.00,407,0.36,0.001000
SP,1984,1984-11-07,16.00,410,0.25,0.001000
SP,1984,1984-11-07,18.00,430,0.10,0.000000
SP,1984,1984-11-26,1.00,69,25.50,0.370000
SP,1984,1984-11-26,3.00,69,10.30,0.149000
SP,1984,1984-11-26,5.00,75,5.20,0.069000
SP,1984,1984-11-26,7.00,69,2.04,0.030000
SP,1984,1984-11-26,9.00,84,1.46,0.017000
SP,1984,1984-11-26,10.00,,,
SP,1984,1984-11-26,12.00,78,0.48,0.006000
SP,1984,1984-11-26,14.00,82,0.20,0.002000
SP,1984,1984-11-26,16.00,73,0.08,0.001000
SP,1984,1984-11-26,18.00,67,0.02,0.000000
SP,1985,1985-01-11,0.00,,,
SP,1985,1985-01-11,2.00,271,7.10,0.026000
SP,1985,1985-01-11,4.00,271,3.72,0.014000
SP,1985,1985-01-11,6.00,288,2.00,0.007000
SP,1985,1985-01-11,8.00,289,1.18,0.004000
SP,1985,1985-01-11,10.00,288,0.65,0.002000
SP,1985,1985-01-11,12.00,287,0.38,0.001000
SP,1985,1985-01-11,14.00,285,0.18,0.001000
SP,1985,1985-01-11,16.00,288,0.07,0.000000
SP,1985,1985-01-11,18.00,288,0.00,0.000000
SP,1985,1985-02-27,0.00,950,23.80,0.025000
SP,1985,1985-02-27,1.00,955,18.80,0.020000
SP,1985,1985-02-27,3.00,960,9.90,0.010000
SP,1985,1985-02-27,5.00,968,6.17,0.006000
SP,1985,1985-02-27,7.00,969,3.98,0.004000
SP,1985,1985-02-27,9.00,970,2.57,0.003000
SP,1985,1985-02-27,10.00,,,
SP,1985,1985-02-27,12.00,976,1.44,0.001000
SP,1985,1985-02-27,14.00,980,0.88,0.001000
SP,1985,1985-02-27,16.00,985,0.40,0.000000
SP,1985,1985-02-27,18.00,988,0.06,0.000000
SP,1985,1985-03-26,0.00,132,54.00,0.409000
SP,1985,1985-03-26,1.00,153,44.50,0.291000
SP,1985,1985-03-26,3.00,164,28.00,0.171000
SP,1985,1985-03-26,5.00,173,18.30,0.106000
SP,1985,1985-03-26,7.00,188,13.00,0.069000
SP,1985,1985-03-26,9.00,235,10.30,0.044000
SP,1985,1985-03-26,11.00,310,9.10,0.029000
SP,1985,1985-03-26,12.00,,,
SP,1985,1985-03-26,14.00,360,5.50,0.015000
SP,1985,1985-03-26,16.00,400,3.30,0.008000
SP,1985,1985-03-26,18.00,540,1.15,0.002000
SP,1985,1985-04-11,0.00,,,
SP,1985,1985-04-11,8.00,,,
SP,1985,1985-04-11,18.00,,,
SP,1985,1985-04-29,0.00,,,
SP,1985,1985-04-29,2.00,1640,580.00,0.354000
SP,1985,1985-04-29,4.00,1640,250.00,0.152000
SP,1985,1985-04-29,6.00,1640,113.00,0.069000
SP,1985,1985-04-29,8.00,1630,54.20,0.033000
SP,1985,1985-04-29,10.00,1630,26.60,0.016000
SP,1985,1985-04-29,12.00,1640,12.50,0.008000
SP,1985,1985-04-29,14.00,1630,5.50,0.003000
SP,1985,1985-04-29,15.00,,,
SP,1985,1985-04-29,17.00,,,
SP,1985,1985-04-29,18.00,,,
SP,1985,1985-05-15,0.00,,,
SP,1985,1985-05-15,2.00,288,53.50,0.186000
SP,1985,1985-05-15,4.00,268,26.70,0.100000
SP,1985,1985-05-15,6.00,254,12.30,0.048000
SP,1985,1985-05-15,8.00,240,5.95,0.025000
SP,1985,1985-05-15,10.00,224,2.70,0.012000
SP,1985,1985-05-15,12.00,196,1.10,0.006000
SP,1985,1985-05-15,14.00,180,0.45,0.003000
SP,1985,1985-05-15,15.00,,,
SP,1985,1985-05-15,17.00,162,0.09,0.001000
SP,1985,1985-05-29,0.00,86,67.00,0.779000
SP,1985,1985-05-29,2.00,94,24.20,0.257000
SP,1985,1985-05-29,4.00,92,12.80,0.139000
SP,1985,1985-05-29,6.00,86,6.00,0.070000
SP,1985,1985-05-29,7.00,85,4.15,0.049000
SP,1985,1985-05-29,8.00,,,
SP,1985,1985-05-29,10.00,108,2.04,0.019000
SP,1985,1985-05-29,11.00,112,1.66,0.015000
SP,1985,1985-05-29,13.00,113,0.76,0.007000
SP,1985,1985-05-29,15.00,112,0.47,0.004000
SP,1985,1985-05-29,17.00,112,0.22,0.002000
SP,1985,1985-06-10,0.00,1500,1350.00,0.900000
SP,1985,1985-06-10,2.00,1475,620.00,0.420000
SP,1985,1985-06-10,4.00,1475,310.00,0.210000
SP,1985,1985-06-10,6.00,1475,158.00,0.107000
SP,1985,1985-06-10,7.00,,,
SP,1985,1985-06-10,9.00,1500,55.00,0.037000
SP,1985,1985-06-10,11.00,1500,30.50,0.020000
SP,1985,1985-06-10,12.00,,,
SP,1985,1985-06-10,14.00,1525,12.00,0.008000
SP,1985,1985-06-10,16.00,1525,6.30,0.004000
SP,1985,1985-06-10,18.00,1525,2.53,0.002000
SP,1985,1985-06-25,0.00,,,
SP,1985,1985-06-25,2.00,762,235.00,0.308000
SP,1985,1985-06-25,4.00,765,148.00,0.193000
SP,1985,1985-06-25,6.00,770,86.00,0.112000
SP,1985,1985-06-25,8.00,770,47.20,0.061000
SP,1985,1985-06-25,10.00,760,26.40,0.035000
SP,1985,1985-06-25,12.00,763,14.60,0.019000
SP,1985,1985-06-25,14.00,755,7.75,0.010000
SP,1985,1985-06-25,16.00,750,3.70,0.005000
SP,1985,1985-06-25,18.00,750,1.23,0.002000
SP,1985,1985-07-10,0.00,575,410.00,0.713000
SP,1985,1985-07-10,2.00,2050,750.00,0.366000
SP,1985,1985-07-10,4.00,2020,430.00,0.213000
SP,1985,1985-07-10,6.00,2300,265.00,0.115000
SP,1985,1985-07-10,8.00,600,34.00,0.057000
SP,1985,1985-07-10,9.00,595,25.30,0.043000
SP,1985,1985-07-10,11.00,2050,54.50,0.027000
SP,1985,1985-07-10,13.00,730,10.00,0.014000
SP,1985,1985-07-10,15.00,660,4.50,0.007000
SP,1985,1985-07-10,17.00,1900,6.25,0.003000
SP,1985,1985-07-10,18.00,,,
SP,1985,1985-07-22,1.00,1540,700.00,0.455000
SP,1985,1985-07-22,3.00,1530,520.00,0.340000
SP,1985,1985-07-22,5.00,1530,300.00,0.196000
SP,1985,1985-07-22,7.00,1600,165.00,0.103000
SP,1985,1985-07-22,8.00,,,
SP,1985,1985-07-22,10.00,1620,63.50,0.039000
SP,1985,1985-07-22,12.00,1580,35.50,0.022000
SP,1985,1985-07-22,14.00,1630,18.80,0.012000
SP,1985,1985-07-22,16.00,1620,8.90,0.005000
SP,1985,1985-07-22,18.00,1630,3.45,0.002000
SP,1985,1985-08-05,0.00,875,639.00,0.730000
SP,1985,1985-08-05,2.00,1830,559.00,0.305000
SP,1985,1985-08-05,4.00,1720,365.00,0.212000
SP,1985,1985-08-05,6.00,1790,185.00,0.103000
SP,1985,1985-08-05,8.00,581,28.70,0.049000
SP,1985,1985-08-05,10.00,810,18.10,0.022000
SP,1985,1985-08-05,12.00,517,7.02,0.014000
SP,1985,1985-08-05,14.00,384,2.33,0.006000
SP,1985,1985-08-05,16.00,371,1.32,0.004000
SP,1985,1985-08-05,18.00,382,0.44,0.001000
SP,1985,1985-08-19,0.00,352,263.00,0.747000
SP,1985,1985-08-19,2.00,325,86.50,0.266000
SP,1985,1985-08-19,4.00,342,62.00,0.181000
SP,1985,1985-08-19,6.00,415,46.50,0.112000
SP,1985,1985-08-19,8.00,470,33.00,0.070000
SP,1985,1985-08-19,10.00,529,20.80,0.039000
SP,1985,1985-08-19,12.00,550,11.20,0.020000
SP,1985,1985-08-19,14.00,535,5.04,0.009000
SP,1985,1985-08-19,16.00,505,1.72,0.003000
SP,1985,1985-08-19,18.00,460,0.44,0.001000
SP,1985,1985-09-10,0.00,1650,1010.00,0.612000
SP,1985,1985-09-10,2.00,1630,585.00,0.359000
SP,1985,1985-09-10,4.00,1520,252.00,0.166000
SP,1985,1985-09-10,6.00,1490,150.00,0.101000
SP,1985,1985-09-10,8.00,1500,70.20,0.047000
SP,1985,1985-09-10,10.00,1500,44.00,0.029000
SP,1985,1985-09-10,11.00,1500,32.60,0.022000
SP,1985,1985-09-10,12.00,,,
SP,1985,1985-09-10,14.00,1670,9.81,0.006000
SP,1985,1985-09-10,16.00,1720,3.31,0.002000
SP,1985,1985-09-10,18.00,1830,0.65,0.000000
SP,1985,1985-09-30,1.00,175,65.00,0.371000
SP,1985,1985-09-30,3.00,160,34.00,0.213000
SP,1985,1985-09-30,5.00,195,27.00,0.138000
SP,1985,1985-09-30,7.00,206,18.70,0.091000
SP,1985,1985-09-30,9.00,200,12.30,0.062000
SP,1985,1985-09-30,11.00,190,8.09,0.043000
SP,1985,1985-09-30,12.00,,,
SP,1985,1985-09-30,14.00,183,4.50,0.025000
SP,1985,1985-09-30,15.00,,,
SP,1985,1985-09-30,17.00,187,2.95,0.016000
SP,1985,1985-10-23,0.00,144,89.00,0.618000
SP,1985,1985-10-23,2.00,107,21.30,0.199000
SP,1985,1985-10-23,4.00,91,11.80,0.130000
SP,1985,1985-10-23,6.00,70,5.05,0.072000
SP,1985,1985-10-23,8.00,84,3.05,0.036000
SP,1985,1985-10-23,10.00,103,2.09,0.020000
SP,1985,1985-10-23,12.00,125,1.47,0.012000
SP,1985,1985-10-23,14.00,107,0.70,0.007000
SP,1985,1985-10-23,15.00,,,
SP,1985,1985-10-23,17.00,92,0.41,0.004000
SP,1985,1985-11-11,0.00,480,256.00,0.533000
SP,1985,1985-11-11,1.00,508,129.00,0.254000
SP,1985,1985-11-11,3.00,740,53.50,0.072000
SP,1985,1985-11-11,5.00,830,19.40,0.023000
SP,1985,1985-11-11,7.00,810,6.65,0.008000
SP,1985,1985-11-11,8.00,,,
SP,1985,1985-11-11,10.00,689,1.30,0.002000
SP,1985,1985-11-11,12.00,700,0.55,0.001000
SP,1985,1985-11-11,14.00,825,0.16,0.000000
SP,1985,1985-11-11,16.00,649,0.00,0.000000
SP,1985,1985-11-11,18.00,,,
SP,1986,1986-01-14,0.50,,,
SP,1986,1986-01-14,2.00,772,3.95,0.005000
SP,1986,1986-01-14,4.00,760,1.83,0.002000
SP,1986,1986-01-14,6.00,765,0.94,0.001000
SP,1986,1986-01-14,8.00,765,0.48,0.001000
SP,1986,1986-01-14,10.00,765,0.19,0.000000
SP,1986,1986-01-14,12.00,765,0.05,0.000000
SP,1986,1986-01-14,14.00,770,0.05,0.000000
SP,1986,1986-01-14,16.00,,,
SP,1986,1986-01-14,18.00,,,
SP,1986,1986-02-27,0.00,1200,3.80,0.003000
SP,1986,1986-02-27,0.50,,,
SP,1986,1986-02-27,1.00,1200,3.10,0.003000
SP,1986,1986-02-27,3.00,1200,1.89,0.002000
SP,1986,1986-02-27,5.00,1200,1.26,0.001000
SP,1986,1986-02-27,7.00,1200,0.88,0.001000
SP,1986,1986-02-27,9.00,1200,0.54,0.000000
SP,1986,1986-02-27,11.00,1200,0.33,0.000000
SP,1986,1986-02-27,13.00,1200,0.11,0.000000
SP,1986,1986-02-27,15.00,1200,0.05,0.000000
SP,1986,1986-02-27,17.00,1200,0.03,0.000000
SP,1986,1986-02-27,18.00,,,
SP,1986,1986-04-24,1.00,940,273.00,0.290000
SP,1986,1986-04-24,3.00,910,110.00,0.121000
SP,1986,1986-04-24,5.00,910,39.80,0.044000
SP,1986,1986-04-24,7.00,930,16.10,0.017000
SP,1986,1986-04-24,8.00,,,
SP,1986,1986-04-24,10.00,1000,4.49,0.004000
SP,1986,1986-04-24,12.00,860,1.62,0.002000
SP,1986,1986-04-24,14.00,890,0.72,0.001000
SP,1986,1986-04-24,16.00,1140,0.40,0.000000
SP,1986,1986-04-24,18.00,1200,0.17,0.000000
SP,1986,1986-05-07,0.00,460,300.00,0.652000
SP,1986,1986-05-07,2.00,465,109.00,0.234000
SP,1986,1986-05-07,4.00,470,48.00,0.102000
SP,1986,1986-05-07,6.00,475,23.40,0.049000
SP,1986,1986-05-07,8.00,490,10.60,0.022000
SP,1986,1986-05-07,10.00,508,4.70,0.009000
SP,1986,1986-05-07,12.00,520,2.06,0.004000
SP,1986,1986-05-07,14.00,560,0.95,0.002000
SP,1986,1986-05-07,16.00,570,0.46,0.001000
SP,1986,1986-05-07,18.00,610,0.25,0.000000
SP,1986,1986-05-19,0.00,,,
SP,1986,1986-05-19,2.00,1350,500.00,0.370000
SP,1986,1986-05-19,4.00,1375,265.00,0.193000
SP,1986,1986-05-19,5.00,,,
SP,1986,1986-05-19,7.00,1400,80.00,0.057000
SP,1986,1986-05-19,9.00,1460,33.20,0.023000
SP,1986,1986-05-19,11.00,1450,11.20,0.008000
SP,1986,1986-05-19,13.00,1500,5.20,0.003000
SP,1986,1986-05-19,15.00,1500,2.34,0.002000
SP,1986,1986-05-19,17.00,1500,1.06,0.001000
SP,1986,1986-05-19,18.00,,,
SP,1986,1986-06-03,1.00,1340,610.00,0.455000
SP,1986,1986-06-03,3.00,1425,380.00,0.267000
SP,1986,1986-06-03,5.00,1375,190.00,0.138000
SP,1986,1986-06-03,6.00,1450,145.00,0.100000
SP,1986,1986-06-03,8.00,1450,54.50,0.038000
SP,1986,1986-06-03,10.00,1400,29.50,0.021000
SP,1986,1986-06-03,12.00,1475,13.00,0.009000
SP,1986,1986-06-03,14.00,1475,6.45,0.004000
SP,1986,1986-06-03,16.00,1520,3.50,0.002000
SP,1986,1986-06-03,18.00,1525,0.95,0.001000
SP,1986,1986-06-16,1.00,1640,900.00,0.549000
SP,1986,1986-06-16,3.00,1700,375.00,0.221000
SP,1986,1986-06-16,5.00,1640,275.00,0.168000
SP,1986,1986-06-16,7.00,1660,160.00,0.096000
SP,1986,1986-06-16,8.00,,,
SP,1986,1986-06-16,10.00,1630,39.50,0.024000
SP,1986,1986-06-16,12.00,1700,24.20,0.014000
SP,1986,1986-06-16,13.00,1710,15.80,0.009000
SP,1986,1986-06-16,15.00,1780,7.80,0.004000
SP,1986,1986-06-16,17.00,1700,3.65,0.002000
SP,1986,1986-06-30,0.00,1235,925.00,0.749000
SP,1986,1986-06-30,2.00,1260,500.00,0.397000
SP,1986,1986-06-30,4.00,1310,245.00,0.187000
SP,1986,1986-06-30,6.00,1330,195.00,0.147000
SP,1986,1986-06-30,8.00,1360,105.00,0.077000
SP,1986,1986-06-30,10.00,1360,43.50,0.032000
SP,1986,1986-06-30,12.00,1400,18.60,0.013000
SP,1986,1986-06-30,14.00,1440,8.60,0.006000
SP,1986,1986-06-30,16.00,1500,2.95,0.002000
SP,1986,1986-06-30,18.00,1380,0.85,0.001000
SP,1986,1986-07-14,0.00,337,210.00,0.623000
SP,1986,1986-07-14,2.00,312,80.10,0.257000
SP,1986,1986-07-14,4.00,315,53.90,0.171000
SP,1986,1986-07-14,6.00,315,34.50,0.110000
SP,1986,1986-07-14,8.00,321,21.20,0.066000
SP,1986,1986-07-14,10.00,325,9.80,0.030000
SP,1986,1986-07-14,12.00,321,4.32,0.013000
SP,1986,1986-07-14,14.00,320,1.94,0.006000
SP,1986,1986-07-14,15.00,,,
SP,1986,1986-07-14,17.00,330,0.55,0.002000
SP,1986,1986-07-14,18.00,,,
SP,1986,1986-07-29,1.00,1020,450.00,0.441000
SP,1986,1986-07-29,3.00,1040,265.00,0.255000
SP,1986,1986-07-29,4.00,1030,185.00,0.180000
SP,1986,1986-07-29,6.00,1050,114.00,0.109000
SP,1986,1986-07-29,8.00,1060,53.50,0.050000
SP,1986,1986-07-29,10.00,1070,23.50,0.022000
SP,1986,1986-07-29,12.00,1110,9.95,0.009000
SP,1986,1986-07-29,14.00,1110,4.20,0.004000
SP,1986,1986-07-29,16.00,1100,1.85,0.002000
SP,1986,1986-07-29,18.00,1110,0.66,0.001000
SP,1986,1986-08-11,1.00,1090,470.00,0.431000
SP,1986,1986-08-11,3.00,1060,245.00,0.231000
SP,1986,1986-08-11,5.00,1050,115.00,0.110000
SP,1986,1986-08-11,7.00,1050,71.50,0.068000
SP,1986,1986-08-11,9.00,1100,38.20,0.035000
SP,1986,1986-08-11,11.00,1120,16.40,0.015000
SP,1986,1986-08-11,13.00,1090,6.95,0.006000
SP,1986,1986-08-11,15.00,1130,2.85,0.003000
SP,1986,1986-08-11,16.00,1110,1.80,0.002000
SP,1986,1986-08-11,18.00,1100,0.64,0.001000
SP,1986,1986-08-25,0.00,349,198.00,0.567000
SP,1986,1986-08-25,2.00,475,120.00,0.253000
SP,1986,1986-08-25,4.00,460,74.00,0.161000
SP,1986,1986-08-25,6.00,465,46.50,0.100000
SP,1986,1986-08-25,8.00,461,29.50,0.064000
SP,1986,1986-08-25,10.00,415,13.90,0.033000
SP,1986,1986-08-25,12.00,421,6.10,0.014000
SP,1986,1986-08-25,14.00,395,2.38,0.006000
SP,1986,1986-08-25,16.00,378,0.90,0.002000
SP,1986,1986-08-25,18.00,430,0.45,0.001000
SP,1986,1986-09-08,0.00,,,
SP,1986,1986-09-08,2.00,1520,525.00,0.345000
SP,1986,1986-09-08,4.00,1510,305.00,0.202000
SP,1986,1986-09-08,5.00,,,
SP,1986,1986-09-08,7.00,1510,118.00,0.078000
SP,1986,1986-09-08,9.00,1530,68.50,0.045000
SP,1986,1986-09-08,11.00,1550,38.50,0.025000
SP,1986,1986-09-08,13.00,1540,17.70,0.011000
SP,1986,1986-09-08,15.00,1540,6.95,0.005000
SP,1986,1986-09-08,17.00,1540,1.25,0.001000
SP,1986,1986-09-22,0.00,142,79.50,0.560000
SP,1986,1986-09-22,2.00,146,28.90,0.198000
SP,1986,1986-09-22,4.00,141,19.10,0.135000
SP,1986,1986-09-22,6.00,156,12.70,0.081000
SP,1986,1986-09-22,8.00,159,7.30,0.046000
SP,1986,1986-09-22,10.00,155,4.19,0.027000
SP,1986,1986-09-22,12.00,151,2.19,0.015000
SP,1986,1986-09-22,14.00,155,1.04,0.007000
SP,1986,1986-09-22,16.00,158,0.46,0.003000
SP,1986,1986-09-22,18.00,156,0.06,0.000000
SP,1986,1986-10-07,0.00,720,420.00,0.583000
SP,1986,1986-10-07,2.00,730,185.00,0.253000
SP,1986,1986-10-07,4.00,750,78.50,0.105000
SP,1986,1986-10-07,6.00,755,37.50,0.050000
SP,1986,1986-10-07,8.00,755,17.00,0.023000
SP,1986,1986-10-07,10.00,775,10.20,0.013000
SP,1986,1986-10-07,11.00,820,7.55,0.009000
SP,1986,1986-10-07,13.00,760,3.32,0.004000
SP,1986,1986-10-07,15.00,775,1.44,0.002000
SP,1986,1986-10-07,16.00,780,0.85,0.001000
SP,1986,1986-10-07,18.00,775,0.09,0.000000
SP,1986,1986-10-21,1.00,490,196.00,0.400000
SP,1986,1986-10-21,3.00,490,79.00,0.161000
SP,1986,1986-10-21,5.00,495,36.50,0.074000
SP,1986,1986-10-21,7.00,490,15.80,0.032000
SP,1986,1986-10-21,9.00,490,7.95,0.016000
SP,1986,1986-10-21,11.00,500,3.39,0.007000
SP,1986,1986-10-21,13.00,510,2.02,0.004000
SP,1986,1986-10-21,15.00,520,0.72,0.001000
SP,1986,1986-10-21,17.00,520,0.05,0.000000
SP,1986,1986-10-21,18.00,,,
SP,1986,1986-11-12,1.00,845,240.00,0.284000
SP,1986,1986-11-12,3.00,795,55.50,0.070000
SP,1986,1986-11-12,5.00,820,22.50,0.027000
SP,1986,1986-11-12,7.00,885,8.70,0.010000
SP,1986,1986-11-12,9.00,900,3.25,0.004000
SP,1986,1986-11-12,10.00,,,
SP,1986,1986-11-12,12.00,915,0.79,0.001000
SP,1986,1986-11-12,14.00,945,0.30,0.000000
SP,1986,1986-11-12,16.00,885,0.06,0.000000
SP,1986,1986-11-12,18.00,,,
SP,1987,1987-01-14,0.00,580,35.10,0.061000
SP,1987,1987-01-14,2.00,560,15.50,0.028000
SP,1987,1987-01-14,4.00,550,7.61,0.014000
SP,1987,1987-01-14,5.00,,,
SP,1987,1987-01-14,7.00,520,3.00,0.006000
SP,1987,1987-01-14,9.00,510,1.73,0.003000
SP,1987,1987-01-14,11.00,480,1.00,0.002000
SP,1987,1987-01-14,13.00,460,0.60,0.001000
SP,1987,1987-01-14,15.00,470,0.29,0.001000
SP,1987,1987-01-14,17.00,500,0.06,0.000000
SP,1987,1987-01-14,18.00,,,
SP,1987,1987-02-24,1.00,970,10.00,0.010000
SP,1987,1987-02-24,3.00,940,5.45,0.006000
SP,1987,1987-02-24,5.00,940,2.90,0.003000
SP,1987,1987-02-24,7.00,950,2.15,0.002000
SP,1987,1987-02-24,9.00,950,1.09,0.001000
SP,1987,1987-02-24,10.00,,,
SP,1987,1987-02-24,12.00,850,0.50,0.001000
SP,1987,1987-02-24,13.00,740,0.35,0.000000
SP,1987,1987-02-24,15.00,860,0.19,0.000000
SP,1987,1987-02-24,16.00,890,0.10,0.000000
SP,1987,1987-02-24,18.00,,,
SP,1987,1987-03-24,1.00,1070,618.00,0.578000
SP,1987,1987-03-24,3.00,1080,270.00,0.250000
SP,1987,1987-03-24,5.00,1210,172.00,0.142000
SP,1987,1987-03-24,7.00,1160,89.50,0.077000
SP,1987,1987-03-24,9.00,1210,48.50,0.040000
SP,1987,1987-03-24,11.00,1240,26.50,0.021000
SP,1987,1987-03-24,13.00,1210,14.80,0.012000
SP,1987,1987-03-24,15.00,1270,8.30,0.007000
SP,1987,1987-03-24,17.00,1270,3.12,0.002000
SP,1987,1987-03-24,18.00,,,
SP,1987,1987-04-20,1.00,625,350.00,0.560000
SP,1987,1987-04-20,3.00,470,116.00,0.247000
SP,1987,1987-04-20,5.00,470,61.80,0.131000
SP,1987,1987-04-20,7.00,490,34.00,0.069000
SP,1987,1987-04-20,9.00,660,21.50,0.033000
SP,1987,1987-04-20,11.00,625,8.69,0.014000
SP,1987,1987-04-20,13.00,1050,4.85,0.005000
SP,1987,1987-04-20,15.00,820,1.17,0.001000
SP,1987,1987-04-20,17.00,750,0.28,0.000000
SP,1987,1987-04-20,18.00,,,
SP,1987,1987-05-05,1.00,1050,590.00,0.562000
SP,1987,1987-05-05,3.00,1000,294.00,0.294000
SP,1987,1987-05-05,5.00,1050,145.00,0.138000
SP,1987,1987-05-05,7.00,1060,75.10,0.071000
SP,1987,1987-05-05,8.00,,,
SP,1987,1987-05-05,10.00,1025,26.40,0.026000
SP,1987,1987-05-05,12.00,1060,11.00,0.010000
SP,1987,1987-05-05,14.00,1060,4.61,0.004000
SP,1987,1987-05-05,16.00,1050,1.94,0.002000
SP,1987,1987-05-05,18.00,1050,0.81,0.001000
SP,1987,1987-05-20,1.00,530,275.00,0.519000
SP,1987,1987-05-20,3.00,520,126.00,0.242000
SP,1987,1987-05-20,5.00,500,75.00,0.150000
SP,1987,1987-05-20,7.00,469,43.00,0.092000
SP,1987,1987-05-20,9.00,498,25.80,0.052000
SP,1987,1987-05-20,11.00,431,12.00,0.028000
SP,1987,1987-05-20,13.00,419,5.45,0.013000
SP,1987,1987-05-20,15.00,478,2.48,0.005000
SP,1987,1987-05-20,17.00,399,0.68,0.002000
SP,1987,1987-05-20,18.00,,,
SP,1987,1987-06-02,1.00,1250,730.00,0.584000
SP,1987,1987-06-02,3.00,1270,430.00,0.339000
SP,1987,1987-06-02,5.00,1270,230.00,0.181000
SP,1987,1987-06-02,7.00,1280,125.00,0.098000
SP,1987,1987-06-02,9.00,1290,77.00,0.060000
SP,1987,1987-06-02,10.00,,,
SP,1987,1987-06-02,12.00,1290,26.50,0.021000
SP,1987,1987-06-02,14.00,1310,11.30,0.009000
SP,1987,1987-06-02,16.00,1320,3.48,0.003000
SP,1987,1987-06-02,18.00,1320,0.88,0.001000
SP,1987,1987-06-11,1.00,130,57.00,0.438000
SP,1987,1987-06-11,3.00,143,36.00,0.252000
SP,1987,1987-06-11,5.00,141,25.50,0.181000
SP,1987,1987-06-11,7.00,173,19.50,0.113000
SP,1987,1987-06-11,9.00,164,11.00,0.067000
SP,1987,1987-06-11,11.00,170,6.10,0.036000
SP,1987,1987-06-11,12.00,,,
SP,1987,1987-06-11,14.00,125,1.44,0.012000
SP,1987,1987-06-11,16.00,150,0.59,0.004000
SP,1987,1987-06-11,18.00,145,0.10,0.001000
SP,1987,1987-06-29,1.00,690,410.00,0.594000
SP,1987,1987-06-29,3.00,660,220.00,0.333000
SP,1987,1987-06-29,5.00,570,120.00,0.211000
SP,1987,1987-06-29,7.00,610,73.00,0.120000
SP,1987,1987-06-29,9.00,660,43.00,0.065000
SP,1987,1987-06-29,10.00,,,
SP,1987,1987-06-29,12.00,660,15.00,0.023000
SP,1987,1987-06-29,14.00,1500,17.50,0.012000
SP,1987,1987-06-29,16.00,1500,3.60,0.002000
SP,1987,1987-06-29,18.00,1430,0.65,0.000000
SP,1987,1987-07-13,1.00,750,410.00,0.547000
SP,1987,1987-07-13,3.00,440,128.00,0.291000
SP,1987,1987-07-13,5.00,1400,220.00,0.157000
SP,1987,1987-07-13,7.00,1550,140.00,0.090000
SP,1987,1987-07-13,9.00,1450,68.00,0.047000
SP,1987,1987-07-13,11.00,1450,31.50,0.022000
SP,1987,1987-07-13,13.00,1550,16.00,0.010000
SP,1987,1987-07-13,15.00,1660,6.70,0.004000
SP,1987,1987-07-13,16.00,1780,3.50,0.002000
SP,1987,1987-07-13,18.00,1900,0.40,0.000000
SP,1987,1987-07-29,1.00,1360,880.00,0.647000
