lakeid,sampledate,yearfrac,wtemp,o2,o2sat,cond,frlight,chlor,phaeo,ph,phair,alk,dic,tic,doc,toc,no3no2,no2,nh4,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,cl,so4,ca,mg,na,k,fe,mn,no3no2_sloh,nh4_sloh,kjdl_n_sloh,totpuf_sloh,drp_sloh,drsif_sloh,year4frac
TB,5/18/2017,17.3750,7.04,2.23,22.63,,0.07,13.71,8.14,4.63,,,5.16,5.50,28.23,28.23,6.33,,6.29,606.92,756.65,10.93,25.82,682.49,,,1.07,,,,,,,,,,,,,,,2017.375
TB,5/31/2017,17.4110,7.49,1.22,12.86,,0.07,15.91,8.43,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,2017.411
TB,6/15/2017,17.4520,9.93,0.93,11.83,,0.06,7.89,6.56,4.36,,,5.02,4.92,31.06,30.81,4.57,,14.44,660.58,799.35,11.01,29.22,575.81,,,1.02,,,,,,,,,,,,,,,2017.452
TB,6/26/2017,17.4820,8.59,0.70,7.68,,,14.68,10.16,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,2017.482
TB,7/10/2017,17.5210,9.07,0.58,6.73,,0.07,28.17,7.53,4.39,,,-25.84,6.35,-7.31,33.40,4.02,,16.06,685.82,1098.74,13.92,53.73,673.42,,,3.37,,,,,,,,,,,,,,,2017.521
TB,7/26/2017,17.5640,10.02,0.71,8.44,,0.05,40.25,10.93,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,2017.564
TB,8/7/2017,17.5970,10.59,1.67,18.67,24.53,0.04,39.33,9.12,4.39,,0.00,5.14,6.57,29.74,32.72,7.30,,29.14,484.73,1027.69,16.69,52.90,595.14,,,1.02,0.35,0.45,0.99,0.37,0.24,0.53,0.43,0.06,,,,,,,2017.597
TB,8/23/2017,17.6410,7.92,0.74,8.08,,0.01,40.39,36.23,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,2017.641
TB,9/6/2017,17.6790,9.32,1.62,17.06,,0.06,72.29,8.30,4.64,,,6.38,6.40,28.79,29.50,1.24,,9.73,636.34,768.95,12.21,24.98,767.30,,,0.76,,,,,,,,,,,,,,,2017.679
TB,9/18/2017,17.7120,9.71,1.38,14.99,,0.04,155.28,0.00,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,2017.712
TB,10/2/2017,17.7510,9.19,1.88,19.41,,0.05,82.31,6.91,4.67,,,6.83,7.02,29.27,30.20,11.13,,46.79,612.77,727.55,13.45,26.90,899.09,,,0.77,,,,,,,,,,,,,,,2017.751
TB,10/18/2017,17.7950,7.66,1.96,18.37,,0.04,30.27,9.81,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,2017.795
TB,11/6/2017,17.8470,4.62,1.50,12.34,24.13,0.04,2.62,4.25,4.65,,9.80,7.03,7.67,30.01,30.55,5.98,,130.11,982.37,978.27,30.41,37.02,1084.87,,,0.27,0.00,0.77,1.67,0.41,0.19,0.78,0.47,0.06,,,,,,,2017.847
TB,1/19/2018,18.0490,3.20,0.31,2.43,,0.00,2.67,1.85,4.70,,,6.85,6.96,29.19,29.45,1.68,,146.51,825.65,840.13,21.18,27.19,1031.53,,,0.00,,,,,,,,,,,,,,,2018.049
TB,2/23/2018,18.1450,2.89,0.26,2.02,22.72,0.00,2.71,2.57,4.76,,13.66,7.19,7.37,31.12,31.40,7.44,,244.69,905.35,943.83,28.92,33.20,955.01,,,0.00,0.53,0.70,1.73,0.42,0.29,0.84,0.50,0.07,,,,,,,2018.145
TB,3/28/2018,18.2360,2.74,0.32,2.48,,0.00,21.91,4.61,4.78,,,8.08,8.57,30.96,30.81,9.28,,388.08,1037.63,1104.22,41.07,50.97,1184.76,,,0.00,,,,,,,,,,,,,,,2018.236
TB,5/16/2018,18.3700,6.42,1.31,14.12,23.48,0.08,12.89,5.44,4.67,,8.52,5.45,5.99,28.65,27.97,7.66,,165.53,894.06,945.30,24.86,36.70,913.80,,,0.58,0.30,0.39,1.43,0.37,0.24,0.67,0.42,0.06,,,,,,,2018.370
TB,5/30/2018,18.4080,8.58,0.90,11.37,,0.06,11.46,4.05,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,2018.408
TB,6/12/2018,18.4440,8.47,0.68,8.24,,0.07,14.20,4.24,4.69,,,5.53,5.71,28.81,28.82,4.53,,120.38,830.82,979.27,17.45,34.44,854.04,,,0.64,,,,,,,,,,,,,,,2018.444
TB,6/26/2018,18.4820,9.41,0.60,7.29,,0.07,17.01,5.93,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,2018.482
TB,7/10/2018,18.5210,9.84,0.66,8.08,,0.07,43.90,2.72,4.68,,,5.88,5.89,28.41,29.18,4.52,,165.63,791.36,915.99,20.80,34.98,914.76,,,0.46,,,,,,,,,,,,,,,2018.521
TB,7/24/2018,18.5590,10.01,0.72,8.95,,0.07,6.02,16.47,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,2018.559
TB,8/6/2018,18.5950,10.39,1.06,12.88,28.41,0.04,42.93,7.22,4.63,,2.50,6.03,6.33,30.36,30.43,19.55,,163.06,789.27,924.94,16.17,31.90,1014.44,,,0.62,0.48,0.52,1.55,0.35,0.28,0.76,0.47,0.06,,,,,,,2018.595
TB,8/21/2018,18.6360,10.89,0.57,6.82,,0.05,38.42,0.23,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,2018.636
TB,9/6/2018,18.6790,10.35,1.46,16.22,,0.30,61.93,15.83,4.66,,,6.64,6.54,30.17,28.86,1.26,,239.81,783.30,978.70,22.31,40.04,1079.46,,,0.64,,,,,,,,,,,,,,,2018.679
TB,9/18/2018,18.7120,10.70,1.09,12.30,,0.04,53.73,9.32,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,2018.712
TB,10/1/2018,18.7480,8.46,1.68,16.23,,0.04,20.52,7.64,4.70,,,5.48,-21.07,28.94,-4.18,4.59,,240.30,797.47,967.70,15.83,25.51,1018.30,,,0.62,,,,,,,,,,,,,,,2018.748
TB,10/17/2018,18.7920,5.91,3.01,25.93,,0.03,9.42,4.43,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,2018.792
TB,11/6/2018,18.8470,4.44,2.88,23.62,25.82,0.02,9.69,2.08,4.75,,28.55,6.64,6.12,29.37,30.00,3.23,,415.79,1150.19,1182.48,41.32,51.45,1353.49,,,0.21,0.33,0.66,1.59,0.42,0.24,0.71,0.49,0.06,,,,,,,2018.847
